semester,study_hours,attendance,assignment,midterm,final,grade
Fall,6.367247218409671,98.5749121436136,87.3366498265254,88.34991433709055,83.00912010226573,B
Spring,7.654875671472147,87.80342034901273,55.75903010329169,31.31840528285314,50.14072549740223,D
Spring,6.323025719039838,87.92407044390845,75.55417139939132,77.09752993816772,73.7067319731033,C
Fall,8.233281555079156,99.2408273418034,40.70499597357228,95.97167996567501,71.13723348585722,C
Spring,9.541564045244423,54.9436230615854,67.87703620255584,32.67906520225151,59.30556865241178,D
Fall,2.8364922407073467,79.19406422785028,47.47609923559143,70.68796713453656,52.938611029465896,D
Spring,4.2535634018780915,52.46255859033375,73.55368024817511,90.45689114895332,74.11135536260755,C
Fall,3.881759610666263,43.20806767020319,90.02050219778727,97.50682565902606,82.77445036405787,B
Fall,0.09200709544747276,44.823733694247395,70.60293445704865,81.64438585181193,61.08294231443918,D
Fall,1.3274883369350277,44.57324286287536,69.32068304760148,34.61773320401235,44.23034317451558,F
Fall,6.437082773323901,83.21305312998027,85.86652243841269,40.768972314463056,63.5283634477981,D
Fall,4.190402267052607,59.640302370372865,58.93124668476126,66.09412102317032,58.39095161727785,D
Fall,5.507443890455031,57.331361413248786,43.98403148456604,49.78874921072653,48.524000059027095,F
Fall,8.161831314831616,79.80953631846083,73.88132868112191,56.27526592152387,68.38630047072155,C
Fall,4.966732478510937,62.51427269719828,47.84245033685356,93.99722014854473,66.66933315118119,C
Spring,8.391537375524805,68.32247951191138,43.62221708373261,99.10545035460424,73.87414172638435,C
Fall,4.874482913162771,40.456976665076965,47.51183730675806,75.19564624236787,58.83195924597592,D
Spring,4.658757520700291,81.28412767474362,86.06288447417973,93.41322023490952,81.10795692503628,B
Spring,8.153702100891229,79.6722019940693,60.239087731707336,39.635121980450464,56.25708808664558,D
Spring,3.1714162171076774,41.52711046345474,71.44027420799723,85.52624771585309,69.12944120375549,C
Spring,2.20027090662016,53.447778378665504,92.47812689662979,77.50234338019746,72.39272992397122,C
Fall,8.371870397294446,41.73303434514909,97.40747554729253,42.09913884456133,72.54638655133044,C
Spring,2.7683280271863064,48.75365832110615,47.63229585810071,33.29389187166157,37.90713114627753,F
Fall,2.8422335614049574,55.80649750386378,90.62582194159651,56.978793485905186,64.72631329381059,D
Spring,3.5782545471561678,60.35597346888794,60.0419383073299,80.5276743061762,63.38435413971477,D
Spring,8.622835090907664,62.16704002804108,81.75979007013856,66.42515122436271,76.51964669961583,B
Fall,5.220207947229875,67.90621292708921,49.50259164612129,32.35944931863864,43.18523228036372,F
Spring,1.7839710484806415,98.85066522436307,51.87256556429794,51.80317776744364,45.038239429657914,F
Fall,7.469486228212503,44.74521137681965,90.70871926750559,48.627039160118414,70.67327582747461,C
Fall,4.263165357953077,99.49164742946877,70.77120231729467,36.1397859662804,51.290726029336184,D
Fall,4.8215943082383985,60.35673108298529,43.52981194558771,37.578028322729395,42.08632472380364,F
Spring,5.358948527585543,52.34411246238321,83.38210093748069,33.0649100507575,57.296701450466365,D
Spring,4.950873714527356,71.76260576200744,64.40535829231811,56.328768316238495,58.19539807247736,D
Fall,9.487695235408568,86.78713250752381,92.45225831163097,60.2058082212631,80.03861708397477,B
Spring,2.4377012837429834,71.27782307872702,58.525566603763124,98.81101546053166,67.81003539320388,C
Fall,9.552350059885116,43.97966693923451,55.39236628197695,77.32835361461252,72.19298807840602,C
Fall,2.4442950434023825,52.934882214093136,86.03392752207724,85.76650752763862,73.60876410669111,C
Spring,3.1916118674452676,60.68962942870229,74.5944215350815,97.92680476748681,75.39171425591786,B
Fall,2.6387836974537917,49.331007155208056,67.60399587164946,86.20221407884408,66.800051375105,C
Fall,7.891602513361622,40.30114538148285,46.194143181932674,30.109106654258696,46.3045049611998,F
Fall,4.211329985143834,44.87315152402979,90.31591337309916,81.48621700496852,77.14351212151475,B
Fall,4.318271807668104,97.40927843595851,70.27029376839698,78.97130436482637,68.33318286862556,C
Spring,1.1437807849378523,45.74677735591423,99.52167323828459,80.45616513543955,74.27869691936537,C
Spring,5.434508671139692,66.22343633735142,45.63922998101934,91.6477927849486,65.78382644866656,C
Spring,0.08359631499207376,40.72661027897143,63.3237764792473,84.62527986544376,59.346815167860576,D
Fall,8.570407292259162,88.59580292957668,72.37318617949286,66.17336598205418,72.55943544913714,C
Fall,4.306799157077522,83.55124705694918,42.760245019882326,77.91934547811188,56.88543451335272,D
Spring,3.3105119536818037,84.53432757630316,92.74970674181196,39.040414107581086,59.33707224712083,D
Spring,4.220952610133252,99.6353295218644,96.57327432345737,34.69894199213612,60.95079174650391,D
Fall,2.646415202401778,80.1624263316229,73.40044889564888,69.01399789233355,62.258609119996535,D
Spring,0.8548162125597958,46.81701069304661,48.79258224242327,77.49267182285793,52.22373405123208,D
Fall,6.797992599327668,72.69354537048187,83.88260730366513,73.15367321525576,76.4104974062237,B
Fall,4.384247703986763,68.66988817805687,98.07399254232332,52.337244252522396,68.93299012591183,C
Fall,1.0835137427636354,48.04898638872112,40.32792434816871,31.826830703222843,31.02892950608389,F
Spring,2.758518953974657,93.06913526946511,55.355538350566064,94.00110553635963,65.25969546271959,C
Fall,2.933586208577382,41.874956222119955,75.62603764591647,53.53391435897339,57.531153219110706,D
Spring,6.619900978830398,49.91277772416062,67.22146160943336,58.69825635826189,63.60768914473889,D
Spring,1.61037135169109,90.78841780401936,59.808976308849324,67.92255042638837,54.31335339747726,D
Spring,7.440984874598794,86.3827669064529,52.72162458722037,30.67021585150168,48.23870592468641,F
Fall,0.825219124332891,66.07763118056842,70.76731579656348,90.0548749659383,65.97931455366648,C
Fall,0.7970435887534111,88.71705297376582,80.10408301016378,38.86233612073891,49.1806548298679,F
Fall,1.165078144351832,79.40718606051908,84.42308971129526,72.51665585431765,65.10605451494882,C
Spring,0.47507995113100887,60.72813798149852,51.677531961456026,51.27633041988815,42.13170485479969,F
Fall,0.2204922774003537,79.05003005372083,46.05522951806591,39.77223808348815,34.77197159542233,F
Fall,3.821297520612299,87.29599164707983,92.11878095614321,97.55229289294324,83.51102458085919,B
Fall,1.9559136354350704,86.54573113391234,53.241881555392645,90.33675270089432,61.34328097338493,D
Fall,4.622199582019235,99.57380556233767,72.80563181229792,38.187611117295944,53.64169633587602,D
Spring,8.434350875404192,72.67833542766705,92.3493791002964,40.139221717512264,69.86414207793186,C
Spring,8.482267616532237,41.03583951915054,81.40535733946618,54.61065173166574,71.37093886151725,C
Fall,0.1942490660479168,53.19157129191891,97.90023372974639,72.28507779022864,68.46262274008585,C
Fall,7.21137770299304,60.294365475809116,97.82247441717624,68.50390144884706,80.9533057523954,B
Fall,2.3015624570503523,64.77368532582813,65.80326164512516,98.79913111775028,70.44408201925089,C
Fall,0.5082526292970102,99.94979624990393,48.08988954299137,37.93956066075356,35.428285340091996,F
Fall,6.439452092624334,58.916977167292224,44.440708731145065,82.35664593715042,63.597846052566865,D
Spring,7.054338407728116,51.37419226771073,80.38301898284105,73.73862916919606,75.75733607627107,B
Fall,8.138322618928232,40.324142807483305,73.68936625857718,61.91644026995489,70.5189678492693,C
Fall,1.322526015104828,77.55836205317368,91.35050179114367,87.31179082532552,74.10996907679734,C
Spring,9.762158976935144,51.96645407620966,81.39375528019355,45.47104881733344,70.2702395928811,C
Spring,1.4560606407227927,87.61737131565158,52.52937584727725,39.6140183286577,39.769478951819565,F
Fall,0.9623766796682565,98.09385112272277,52.27896084949783,54.41273461613697,44.60143154559044,F
Fall,2.95182250598903,54.76164472156935,56.43065418511324,35.8599143388868,42.81987242157808,F
Fall,0.898727153536012,67.73924955085165,77.42289243712656,39.41902808210704,48.53422251476547,F
Spring,9.174973714003984,54.724225878578814,40.735375733896596,92.37822509069056,71.59538775784283,C
Spring,5.667476266489651,58.430573153337434,72.4119697141774,97.21976625664549,79.18764692130846,B
Fall,1.7959134690516831,75.51149162299257,66.20180295009818,45.12593619256148,48.12292259516724,F
Spring,0.04599135524391951,62.703504847272,60.04630257242947,32.83755870921002,37.24552722314364,F
Spring,5.498076374060932,74.28799637246375,56.83481424085374,97.1037570851793,72.57158127853508,C
Fall,3.363738126359661,47.423280795247564,48.91335182115752,56.364883575613504,48.83877041142774,F
Spring,5.79908788169195,95.73275720161948,77.62659585532916,30.838664849492826,54.984280045312694,D
Spring,7.353043703258707,44.55227221953124,95.61980568033276,72.13431555359719,81.8077359000894,B
Fall,4.667665552486712,91.62405087724659,40.47768848311078,83.71223581164728,59.01130082287665,D
Spring,1.3347266912442601,56.37251189570033,77.78431603487262,46.882017499914895,52.53598679640353,D
Spring,9.333700524984211,86.9622307598836,94.74910313274847,89.49684912026129,92.36578195117232,A
Fall,3.68866268781097,63.59130051444606,80.91787929972324,64.1105577061633,65.38870017797656,C
Fall,6.545562781777354,67.65678168487642,83.49069727670638,88.39439300585724,81.84516167658016,B
Fall,0.33565218733148217,61.73765438412072,50.879968921903505,82.41319104931873,53.98856836315186,D
Spring,3.1236949671163883,65.90051415698943,79.75408398451128,36.06351664256728,52.57443018506421,D
Fall,7.358394608495509,65.02171673084062,96.9341708291937,84.87130139885392,87.43897810821007,A
Spring,3.899092947156598,89.84884662628032,70.8124899119218,68.53860970925649,63.53862574278452,D
Spring,4.578102934659503,90.56019472916186,72.67215419981827,94.93378808826617,76.19858278455278,B
Spring,2.4383400867772433,81.19790876782326,98.50694225242685,79.26812625711676,75.98670757737193,B
Spring,3.430375413520207,63.04563252047559,95.29484960357786,81.80768133412718,77.70176320212244,B
Spring,9.406762305935814,54.2390241156266,97.60024637995991,53.498267388828125,79.25293011938685,B
Spring,6.979430151487742,92.23093615401058,51.87508388958545,99.05221763873053,74.32978091430188,C
Fall,2.556746336816529,65.44498494615272,73.57633540884315,74.4913265690133,64.34055746477564,D
Spring,3.866118730946585,95.67692775654585,78.88486763438783,67.51290211663226,66.29134536230121,C
Spring,7.407483699217728,84.92006345013763,45.51743340563287,97.72968623364999,72.1138152541486,C
Fall,1.8865326374480218,97.52054038489587,67.74062351877093,36.69473663959157,45.547209338241046,F
Spring,7.8545872595621,62.74680419403571,52.857904215977214,66.0081851201586,63.255610253578524,D
Spring,1.646264750783537,92.63280640488466,94.70584503510463,52.864635818654165,62.3207218430706,D
Spring,9.054485043038568,73.65282814747202,93.26289892269932,91.90485753509068,92.17607266919313,A
Spring,9.104579751613366,58.05818623824621,80.23242280457691,98.29317981745255,89.61940055203853,A
Spring,1.5257132821583697,76.56814858600153,66.11395338999806,69.07252252100417,57.12601692871763,D
Fall,3.4377610656434356,77.45099336218894,61.16299942982707,43.25761341588691,48.643767269572464,F
Fall,6.4499989555928625,88.48789238704897,56.498012511873725,74.47810541151964,65.29044508054307,C
Fall,3.2301272277362836,54.76636051455613,52.92494375677313,80.54736338592838,59.84917731255317,D
Spring,7.382326269322309,76.30032127424576,58.62290552033164,70.91478965836836,66.57973061012463,C
Fall,1.5596293487986157,53.732812627628036,61.81954205328914,77.83673092067679,58.98176788718361,D
Fall,0.44354996040103734,98.43207518191079,90.94208265348931,33.11870023601013,50.51141307660185,D
Fall,3.2320711960688353,81.61723416773319,95.98643493326357,44.440484261090404,62.63491006987927,D
Fall,8.399192581561033,42.020051894530226,65.28502907853374,98.95521756461883,82.4944838203831,B
Fall,0.10567959560576434,74.8637946261897,82.04332414755486,38.5294364105241,48.440463414443116,F
Fall,5.590645514772467,81.51876092663235,90.70490159835191,98.59948847718381,86.90304705975923,A
Spring,8.250273963876504,94.48836701225781,64.44962053767415,33.56451942030267,55.70620391094374,D
Spring,6.166153291273837,41.982704447543696,42.15689576108411,36.650886608382535,43.85541953033433,F
Spring,2.8890528504265744,63.768964510517904,94.18282778800375,47.04966196981131,62.271101603979176,D
Fall,5.714808765672822,67.033845481409,74.25564560258996,31.173578346979795,53.60130711117355,D
Spring,2.718119990971084,57.45167394945179,49.508063393414076,50.03807128726286,45.254693854212945,F
Spring,2.9147728383655878,60.890057382990484,68.75045758856263,43.246882495865265,50.62848171050233,D
Fall,4.412745052284391,64.67336822422395,49.667362518988114,75.7515170428142,58.99304192928972,D
Spring,1.7175646757727558,46.43607491163529,55.837263529922154,75.48997941322547,55.96602652880456,D
Spring,0.8050236710249459,74.42567940467084,73.97687346017264,66.70385082586736,57.88233705646589,D
Fall,6.1184604734757,59.83376886244859,63.72847446751002,88.46689959727831,73.11507057286674,C
Spring,9.452179431901728,64.04682326499477,78.5230051830888,61.51995933049504,74.921544669237,C
Spring,6.388257953880608,85.2686168068796,64.47999288198096,99.69094791899734,78.44489222815255,B
Spring,0.6098588449209286,76.33436652634819,84.05881752621573,59.33413720557317,58.57689958255742,D
Fall,5.244411405807032,41.490507908475145,70.95855984156208,74.10150229930531,68.51284766796101,C
Fall,6.198354333745774,93.64226409694899,87.51441416653992,85.27458825618089,81.51230963657987,B
Spring,7.018165254423172,97.24933481182867,85.55133921169414,68.71915693722391,75.74452896841358,B
Fall,4.781437181672505,68.70037640502787,77.5786047102192,97.34528119376753,79.5324287249397,B
Fall,3.9612452739661586,44.58041234432056,53.2073093772657,44.480104909536514,46.99745626265321,F
Spring,2.998656125327215,50.431920451056946,70.88867719191887,55.46783706638171,56.539917953974665,D
Fall,4.932637368968267,72.17564482133074,79.5489642486666,89.36617811179453,77.43133168212098,B
Fall,8.257450527468764,64.83500493911453,69.09949036485169,70.63909465556415,72.41033506310387,C
Spring,7.829293973111728,78.11614641205034,83.98354619806477,72.99018182065902,78.44807915371297,B
Fall,2.949908928835483,63.58925499545345,66.88211881808007,78.94526412520952,64.2307710349868,D
Spring,2.6257062989337454,61.55296280316915,83.78876949269859,50.238123035017665,58.862169608954,D
Fall,4.430437484805846,72.98723947389965,86.95016782508448,86.23730153003507,78.1358627116595,B
Fall,3.753660579524982,42.837928274934946,61.33269718958149,86.01674861263598,66.44709947993695,C
Spring,5.039926493576967,84.31015604420334,42.845647188143744,38.1923814244279,42.495064432182595,F
Spring,5.632054674171946,85.726997383586,58.92565128934639,64.05478495403165,60.45628384569511,D
Spring,9.26866293031727,93.51356685368006,71.48233899586872,95.61569475075837,85.37653935928537,A
Spring,3.7275590154003915,81.72819026612791,82.64462528700172,49.347267161944785,60.251875010379386,D
Fall,8.499404672357818,43.46538699079045,75.4030008049296,48.45149435753342,66.54060740970085,C
Fall,9.960143439216022,88.77036655345572,84.59232668586482,86.61760317841919,88.40425882414564,A
Fall,7.233238577199844,60.11013769424199,74.32448992213568,47.45688458850066,63.17902695865423,D
Spring,3.544597634708518,62.502467548419354,96.51980783016988,83.07749152091162,78.92811500984963,B
Spring,9.34368110139321,94.45020687705073,69.2722150789093,42.54522503026268,63.414338246455216,D
Spring,6.879985278528609,68.2409811963222,52.35059282789088,82.36144898607435,67.6447872826433,C
Spring,8.638888587512854,63.09360440930305,78.9385934532365,38.57287844091981,64.28236593268824,D
Fall,7.926340397950437,78.48200039391244,60.6085920989929,73.66491163023807,69.56208228759327,C
Spring,1.7992688358847442,87.25283046940687,78.94941599054181,62.158258510801964,60.04160747230701,D
Fall,8.661815736766295,53.653791443733226,47.899661093605665,46.01333623602947,54.88883040538664,D
Spring,1.1180631207369074,58.22256898288718,57.90855076240634,82.28684705885973,58.31428536998024,D
Spring,9.255678996117094,89.3883993942641,91.84323468580257,86.30591570335766,89.77101814789827,A
Fall,9.904758547213072,76.69962393708354,93.52956994321818,68.54709060110041,84.64018131215359,B
Fall,6.101081591174746,97.18127984939824,57.44536325543124,49.903685723783425,55.14178277403536,D
Spring,1.3312520649389081,42.71852765882085,73.44094292723702,49.176332948909504,51.709414480336434,D
Fall,0.7326841314989152,91.1365163288764,87.50696540847659,88.29163645726052,71.78480900929267,C
Spring,1.1592714859032804,40.20651379682745,54.0563111208336,54.11224052486261,45.58596363008504,F
Fall,1.2999928213602707,81.36710259573816,79.08447369124809,88.34441840824064,69.57154248251604,C
Spring,9.659407233640687,49.27833318665487,64.69497955507448,54.86971608265237,67.14469272237211,C
Spring,2.504010898621228,98.700300281348,52.68850457310431,96.38204260216645,64.63624066735076,D
Spring,0.14323855959766818,74.65456080527021,63.81758571969301,65.86960259610306,52.16135244551377,D
Fall,2.0848181978416025,66.38352291563822,95.46873433996012,87.32404772404625,77.28674922128576,B
Fall,2.8198341104379887,60.14170155841716,49.67114929863447,66.55223554024894,52.12902215642934,D
Fall,4.136941604455309,94.9105520629337,43.2170097848275,74.5412696669722,55.3771949896305,D
Spring,0.7178010400939216,55.199826468311734,74.1922224459068,39.089116173447024,46.74813752792937,F
Fall,0.10692970403146318,77.53616255113715,91.90256389704456,79.3756048955894,68.72512692511653,C
Fall,4.647679365338919,55.039699291178266,74.56864353236406,39.77937595449397,55.034566525421056,D
Spring,8.505665343081724,83.32570210611861,48.560397259822714,99.55105335664855,76.25591093275196,B
Spring,8.238720849845686,82.08186464927809,87.51046458661932,77.6903334962043,82.55776093282081,B
Spring,2.7096219279022673,59.911250563091066,71.68892713662957,30.44735292600192,46.27375588085714,F
Spring,1.740411303552657,67.93963458954117,50.73202984802901,76.86616090911676,54.52009890996363,D
Fall,3.8957722039180123,79.24293027269472,87.4669637293382,59.682879811426844,66.65148182414205,C
Fall,3.5177065837221955,86.78511093051844,82.70152071793242,62.94858402756721,65.29545506564425,C
Spring,7.4530498450042995,65.06577891130175,66.93867158868241,91.94636962436107,78.46011617522599,B
Fall,0.06931932915165029,62.41529101760173,93.73310110596846,53.83902396606767,59.16748868711775,D
Fall,7.4964940386905585,97.10302788835266,69.92991840666329,62.28023148083104,67.87704803237885,C
Spring,5.38156403134149,66.52077488070056,49.92205266449064,58.631487178862145,54.184544000024104,D
Fall,7.737226181185949,57.35350693327375,95.38954539393728,48.595754394098336,73.06857227758614,C
Fall,7.692767261272721,58.452128016836646,52.26825995656215,96.65870109256102,74.95631894219471,C
Spring,6.87074445882611,40.519742132997976,58.15457358246702,83.26717416455722,70.31018801646192,C
Spring,0.1904374642466411,92.14482550427152,79.52611991663505,55.85792963560339,54.53449474938867,D
Fall,3.2881852955116897,80.3001264124519,51.577085585913736,33.41854764137436,40.574623881938614,F
Fall,9.324359838298319,51.495746623661844,81.37777038527048,46.89203167206779,69.95664049953194,C
Fall,8.638037256163956,99.47673237912527,93.78079686473873,91.88098769703467,91.54078833703727,A
Spring,1.2121735068042483,91.22861133650338,72.88031866103219,88.94343720480003,67.15384935994139,C
Spring,5.721349372034892,78.7800732291459,75.37751094740875,94.43755891094663,79.36872668741195,B
Fall,0.44896697530901974,66.73401691342463,43.27413272396923,96.9168992655905,56.97434674644194,D
Spring,5.452318400353197,59.55891348966611,83.87390192340997,62.183695169547896,69.32767563788956,C
Fall,8.982415158147099,52.50283313834403,40.239633249970495,47.83164223575962,53.19334051058624,D
Fall,6.300184356163648,65.10627013958828,52.43873655778435,31.701672470417677,46.25653232360811,F
Spring,8.581761144162126,98.12807038394979,44.201376416403974,88.63759458313037,70.299110688138,C
Spring,7.865679911960989,93.26243579632197,58.08904362496743,43.04555155709413,56.1851978967466,D
Spring,2.4126767585184927,92.36758292560017,58.04055048369827,35.00586320079634,42.04391899083483,F
Spring,0.10612438764077248,46.919504046748216,71.89927959123003,98.20439137289013,68.25371716092963,C
Fall,9.33009859719715,42.20766631818102,69.89587644416694,41.24679593414462,63.11726614571893,D
Fall,3.0496435912662854,48.451799435784885,40.316213984510796,55.84340592536798,44.56313514648408,F
Fall,9.5732749976971,65.80581389435753,76.98818119929017,77.70469967320457,81.02370234439209,B
Fall,1.315049332158983,60.72819747700294,77.15109486679141,98.34870705504963,72.83001943305439,C
Spring,6.68649982773268,46.64170668998227,57.9193788140021,74.82384567584377,66.47028945140372,C
Fall,9.508342005266412,72.99557616800439,44.40518543755323,38.46305081808881,52.16397851278964,D
Fall,9.88798828738444,53.70654742202428,67.63279740339914,94.38290663071064,84.58225818841278,B
Fall,1.2439554088714921,43.501174016969635,80.75527048528676,62.6746665713683,59.85988564040501,D
Spring,1.2491163248418347,99.17559945451683,91.65357939786983,82.17675488898173,72.03036636442431,C
Spring,4.32485684950927,80.30683472216776,63.30549064311906,75.29653563694171,64.09052421104285,D
Spring,3.2162262834591693,84.25558048407814,77.98816934849864,77.90243946069671,68.78869609059649,C
Spring,2.7037286542314654,83.91566910927573,74.59953761344917,31.25319499815255,47.74855035310362,F
Spring,1.2438970783852943,57.089418852842755,71.61371911858242,95.07092935613161,69.16165354665621,C
Spring,8.295977609769656,67.06205497349309,76.8733286982744,40.365334341994625,63.487420435646925,D
Spring,5.172777426347645,76.65599188632589,44.36965912536165,74.89386779699291,58.05096562163712,D
Spring,8.203484975169388,59.26571091799869,56.00252698984334,64.80512082325572,64.7300290755784,D
Spring,1.8336522053846704,54.87538137106105,85.23618802023721,96.54113507476168,76.3782336487689,B
Fall,5.612654818538507,92.62458458759046,61.643450638552125,34.771211942082985,49.791174669331056,F
Spring,4.0982140861729395,47.8873277158383,96.37443664284211,99.25355852152722,86.44762623809362,A
Spring,0.9294198989077029,83.9715840327595,69.1043814014053,87.9802904668272,64.6927085451084,D
Fall,7.766765959016958,78.32725445902263,92.6071913040654,80.76575243272598,84.88270941275047,B
Fall,6.85055568947866,93.79359767505089,81.59504937670084,74.0524006960739,75.96009140806721,B
Fall,2.085279367108633,90.1558495750662,51.368187220425824,41.53982469976248,41.33376350229259,F
Spring,6.5648965856457,51.354000078883466,44.972151129231044,48.58603955232886,50.55306944391537,D
Fall,2.614286832432656,50.69933593918867,80.02091201889327,95.90175335968316,75.59763981629588,B
Fall,2.831658267335774,42.30089598450942,64.84293600634629,74.84648708299994,61.53908577041005,D
Spring,9.307054158369528,86.80479516819501,85.6176947972277,89.37148404591139,88.6097798539947,A
Fall,8.084769247995801,51.806161021712875,79.27187321185741,53.97094103560842,69.46666419497794,C
Fall,7.663083798791062,57.021065767393154,86.54284523107891,44.9641276170856,67.92895673684794,C
Spring,0.27471084759053244,86.8864986492984,95.4722272056566,72.18087914555181,67.61066423566443,C
Spring,0.7737961460744125,42.462182605642866,44.58228417644582,40.46831204582351,35.567830781056564,F
Spring,4.417843057272698,87.67919436363681,48.79508169787408,76.70569300897773,59.03599599728612,D
Fall,2.8081355703963817,94.033538683838,83.86495685413925,78.72467931092393,70.65212560681803,C
Spring,3.2422964797984424,89.41016447057763,57.67686543511036,48.32310451525396,48.88458093974262,F
Fall,8.033637958319478,70.8267450593651,62.852009117037525,55.77982555936428,63.52000978719968,D
Spring,7.833994070321836,80.73969590180056,53.74867108015084,41.648048128855706,53.826675824246294,D
Spring,2.193914192896065,56.34254236071776,76.73005908507504,93.15733478496547,72.34278593380834,C
Spring,8.627149982016114,62.4423378972724,69.84039951874027,54.74973918542969,67.09035544570021,C
Fall,3.2105571590585855,60.13223161225857,81.68781205742046,85.11077624288386,73.14054963823891,C
Spring,6.9611596910013205,48.078860129603115,49.03248790756511,66.23803638743846,60.030529100004074,D
Fall,7.596745980467392,47.883399187278634,48.03661496542844,86.69928262025827,69.08785099520946,C
Fall,2.893814365668219,70.71694433402058,45.97749709083058,60.36178768548639,48.323342641863235,F
Fall,3.542371062195979,90.30022929982309,40.286700805900246,54.717666203574694,45.086488928181936,F
Fall,7.406005073054777,48.41128561901826,80.4816574999397,64.71327471661273,72.88998303273053,C
Spring,8.141701057335403,61.12264124892931,79.66136246250684,75.90887953060711,78.51149891191639,B
Spring,1.697685378356767,61.322667642367804,48.89453795688296,73.74692628709596,52.451956454305105,D
Fall,8.677668519121378,64.0705985377021,64.38328003960211,64.41811150661738,68.87589365673055,C
Spring,6.313245798463631,83.65029072533477,86.43193481855452,41.84581298287686,63.937590717499816,D
Spring,7.617624578815414,90.99775885638762,45.53223729864878,92.80293962820852,70.56931992837376,C
Fall,1.8586291553667922,63.028121308402234,88.25545158097556,90.62013906421504,75.26749456880982,B
Spring,1.7733990443199743,46.9182622411466,91.02202165947274,47.70655768531803,59.038229826556254,D
Spring,1.8705199860379462,63.421658201269835,94.83475321838488,67.82615632234777,68.80540378836896,C
Fall,2.483488300917921,40.506737354794765,82.97595850178968,54.13568163341742,59.811632655918686,D
Spring,7.076616915243136,50.503052920185425,50.69008768192178,76.48162717340016,65.02191977261505,C
Spring,1.3796790385442015,61.941079408625754,96.425822750917,94.82397620224525,79.25927765835331,B
Fall,5.32734928377303,79.9126992877357,84.97754774964659,86.39952084606551,79.2055260058309,B
Fall,7.665165979755489,41.04149466690073,74.62006110213753,56.21401212777268,67.66396125147506,C
Spring,2.000809309669358,64.99619246846822,86.28963017923019,78.30134206141469,69.83800751559666,C
Spring,8.303850837288373,46.46738297483199,61.172128260361106,94.71317319621883,78.96182225720872,B
Fall,4.363682343233907,81.4750860797841,92.0508249223917,45.315594661326585,63.67393251995512,D
Spring,7.971752692446181,62.13814708298732,46.832090152583575,74.77932447700151,64.58807123672639,D
Spring,4.089864104127589,90.1899953838747,45.91257842171869,63.280410656747975,51.856923839641844,D
