timestamp,user_segment,device,browser,country,traffic_source,session_duration,pages,load_time_ms,scroll_pct,conversion,bounce,engagement_score
2024-01-01 00:18:00,New,Desktop,Edge,India,Social,108.34621179095545,8,3779.5725646157252,71.56771699378001,1,0,0.15148319715048286
2024-01-01 00:19:00,Returning,Mobile,Safari,USA,Ads,241.12740557462232,10,2035.1786557361277,97.18937720368676,1,0,0.47754715257925695
2024-01-01 00:20:00,Returning,Desktop,Safari,India,Organic,243.41264404393152,2,2451.139163698494,75.89560538754463,0,0,0.06192680245296777
2024-01-01 00:21:00,New,Tablet,Chrome,USA,Social,37.41731513250198,8,2011.0365746541008,51.59799131548275,1,0,0.20525928554773354
2024-01-01 00:22:00,New,Mobile,Chrome,UK,Referral,120.36399803978314,5,2596.430672857307,24.882969963597596,0,0,0.04791764752997335
2024-01-01 00:23:00,New,Mobile,Chrome,India,Organic,147.98880157468093,1,2264.2168511646005,89.41605259670426,0,0,0.039490940344655195
2024-01-01 00:24:00,New,Desktop,Safari,Pakistan,Referral,89.68178905766158,3,2411.208851600098,87.5790082529676,0,0,0.10896485577537107
2024-01-01 00:25:00,Premium,Mobile,Safari,UK,Ads,215.11850752655263,4,2311.8943560714597,34.15132657451164,0,0,0.05908804004789229
2024-01-01 00:26:00,Returning,Tablet,Edge,USA,Ads,312.2176661271684,4,2065.9254673192872,40.76653385228236,0,0,0.07893127704201329
2024-01-01 00:27:00,New,Desktop,Edge,Pakistan,Organic,229.83847158424686,5,2763.5346272952193,68.53403750149505,0,0,0.12399706669963463
2024-01-01 00:28:00,New,Desktop,Edge,India,Social,189.92145266311522,8,2644.0642998979247,48.586256051160284,1,0,0.14700476400074228
2024-01-01 00:29:00,Returning,Mobile,Safari,UK,Social,83.20546648090453,5,2471.638175136889,94.89974347208097,0,0,0.1919774189173645
2024-01-01 00:30:00,Premium,Mobile,Firefox,Pakistan,Social,740.2659795375608,10,2249.577027458478,57.510168269297964,1,0,0.25564880671933105
2024-01-01 00:31:00,New,Tablet,Chrome,USA,Organic,59.217132166774,5,2514.7227551096853,97.17111043704459,0,0,0.19320442032745327
2024-01-01 00:32:00,Returning,Desktop,Chrome,USA,Social,323.4669701889097,6,2518.603918287678,75.93186308635566,0,0,0.18089036358995125
2024-01-01 00:33:00,New,Mobile,Firefox,Pakistan,Social,293.4248332889881,9,2459.271161650505,85.48354786636484,1,0,0.3128373734439857
2024-01-01 00:34:00,Returning,Mobile,Chrome,India,Social,147.94356895165268,6,2561.1590492134183,54.590585556757844,0,0,0.1278887827919715
2024-01-01 00:35:00,Returning,Desktop,Edge,UK,Social,329.0889558040929,3,2141.681545612487,62.76923887148407,0,0,0.08792517122829258
2024-01-01 00:36:00,Returning,Desktop,Chrome,Pakistan,Referral,681.3748699322631,5,2667.87728830858,19.64307410894033,0,0,0.03681405099668946
2024-01-01 00:37:00,New,Desktop,Safari,USA,Ads,63.747207139159,3,2482.3865928951145,60.37020871565204,0,0,0.07295826792866036
2024-01-01 00:38:00,Returning,Desktop,Firefox,India,Referral,145.82333552792676,6,2518.076298198602,14.477412616696274,0,0,0.034496363657574365
2024-01-01 00:39:00,Premium,Mobile,Chrome,UK,Social,98.59537450258246,8,2353.354943017918,45.75338919797514,1,0,0.15553417246716372
2024-01-01 00:40:00,Premium,Desktop,Edge,Pakistan,Ads,260.4328962377678,5,2276.889675634804,59.25503391490329,0,0,0.13012276033616516
2024-01-01 00:41:00,Premium,Desktop,Safari,India,Social,173.04496106848444,4,2168.413348031729,63.41591006043146,0,0,0.1169812206109027
2024-01-01 00:42:00,Returning,Tablet,Firefox,Pakistan,Organic,206.1337241122974,9,2227.5154595287772,42.301279201511846,1,0,0.17091307321123814
2024-01-01 00:43:00,Returning,Mobile,Firefox,USA,Social,288.0973349552689,5,2883.6946583802023,83.36956308916012,0,0,0.14455338197281534
2024-01-01 00:44:00,Returning,Desktop,Chrome,USA,Social,185.15280505639188,4,2645.3034240597967,58.23399250310857,0,0,0.08805642781611157
2024-01-01 00:45:00,Returning,Mobile,Safari,Pakistan,Ads,278.38187296525115,8,1537.0992729385187,19.117583867238473,1,0,0.0994995402252234
2024-01-01 00:46:00,New,Desktop,Chrome,India,Organic,251.108394601767,7,1979.4933624725377,53.823150050617244,0,0,0.19033256564382528
2024-01-01 00:47:00,Returning,Tablet,Firefox,UK,Organic,838.377204248415,7,2707.5981324516915,49.450660947524774,0,0,0.1278456438877934
2024-01-01 00:48:00,Premium,Desktop,Edge,India,Social,171.7614975276516,10,2467.8137658611663,73.51623239411592,1,0,0.2979002443827513
2024-01-01 00:49:00,Returning,Desktop,Firefox,USA,Organic,178.77220214322767,4,2375.6516919731444,14.496678086058191,0,0,0.02440876014786105
2024-01-01 00:50:00,Premium,Tablet,Firefox,India,Referral,72.98977157047914,7,2623.902053087107,16.011625525993033,0,0,0.04271553450331113
2024-01-01 00:51:00,Returning,Tablet,Safari,UK,Ads,210.67730836717897,9,2179.3943942911856,10.165155310534026,1,0,0.041977899013804144
2024-01-01 00:52:00,Returning,Desktop,Safari,India,Referral,409.80811801389666,6,2443.5708921785163,55.22647785378489,0,0,0.13560436007129428
2024-01-01 00:53:00,Returning,Desktop,Safari,UK,Social,82.67758353198327,5,3065.7882521386805,80.20549580776466,0,0,0.13080729850115003
2024-01-01 00:54:00,Premium,Mobile,Edge,USA,Social,328.7406434688266,4,1862.979404234063,16.49079235076821,0,0,0.035407353003020794
2024-01-01 00:55:00,New,Desktop,Safari,USA,Referral,204.3120365371583,6,2979.6731509466867,19.392537456583067,0,0,0.03904966043088672
2024-01-01 00:56:00,New,Tablet,Safari,UK,Ads,416.1521219038098,0,2354.3982058885977,21.377068852202854,0,0,0.0
2024-01-01 00:57:00,Premium,Desktop,Safari,USA,Social,84.07294683857019,9,2344.229574663161,70.8448470552892,1,0,0.2719885587951509
2024-01-01 00:58:00,Returning,Tablet,Chrome,USA,Referral,162.2276031173114,6,2363.535630241525,26.25672223162349,0,0,0.06665452019170205
2024-01-01 00:59:00,New,Mobile,Edge,USA,Referral,452.25803750281966,6,2427.0579386270697,51.358194478884826,0,0,0.12696407529835146
2024-01-01 01:00:00,New,Mobile,Safari,India,Referral,58.89107462938338,3,1803.280911173791,32.201916738720406,0,0,0.053572213634357525
2024-01-01 01:01:00,Premium,Tablet,Safari,Pakistan,Ads,446.7624505738544,6,2169.8547295523617,80.91502924025525,0,0,0.22374316991335522
2024-01-01 01:02:00,Returning,Mobile,Chrome,Pakistan,Ads,196.33936997092002,5,2237.270441050544,64.63962589891864,0,0,0.14446091253180401
2024-01-01 01:03:00,Premium,Mobile,Firefox,UK,Social,336.34198914532186,3,2274.6472021067534,65.57774074182291,0,0,0.0864895540914022
2024-01-01 01:04:00,Returning,Mobile,Firefox,India,Referral,662.6950044100635,0,1995.5013319041848,87.66997886467273,0,0,0.0
2024-01-01 01:05:00,Returning,Desktop,Firefox,USA,Organic,310.064565514598,11,2708.212956628838,95.07351927293698,1,0,0.38616191885593854
2024-01-01 01:06:00,New,Desktop,Firefox,UK,Organic,262.3707356486355,9,2963.3144435982413,51.42860057202122,1,0,0.15619584554994462
2024-01-01 01:07:00,Premium,Mobile,Edge,India,Referral,270.0608130154775,4,2010.4834299740717,61.95243924259169,0,0,0.12325879103294209
2024-01-01 01:08:00,New,Desktop,Safari,Pakistan,Referral,43.880941694348785,10,2160.514823652297,24.492425662763665,1,0,0.11336383992663297
2024-01-01 01:09:00,Premium,Mobile,Safari,USA,Referral,256.2278946040642,4,3365.4610638637055,28.862499063574333,0,0,0.03430436248213651
2024-01-01 01:10:00,Returning,Tablet,Chrome,USA,Social,355.0653123395331,4,2246.5586656161054,69.53244311221977,0,0,0.12380258601998431
2024-01-01 01:11:00,New,Desktop,Firefox,USA,Referral,58.973628343281725,7,2875.081252438536,42.66631679649609,0,0,0.10388027027832931
2024-01-01 01:12:00,New,Desktop,Safari,USA,Organic,283.8865368390244,2,2163.909263508964,58.961187434666655,0,0,0.0544950644918041
2024-01-01 01:13:00,Returning,Desktop,Edge,Pakistan,Ads,273.39414052328755,5,2546.7866276880186,23.539776648477925,0,0,0.04621466202264344
2024-01-01 01:14:00,Premium,Tablet,Chrome,USA,Organic,147.64911718501207,7,2828.6956143973503,19.957139223344214,0,0,0.04938671161802342
2024-01-01 01:15:00,Returning,Mobile,Edge,UK,Referral,90.74524397007312,6,2353.258112369181,17.835139645497485,0,0,0.04547348092014012
2024-01-01 01:16:00,Returning,Tablet,Safari,USA,Organic,333.4237757447237,4,1757.8473810840078,11.356874542776747,0,0,0.025842686151225095
2024-01-01 01:17:00,New,Desktop,Safari,USA,Ads,219.61850389547047,10,3137.355326850481,24.71216804294102,1,0,0.07876751425459033
2024-01-01 01:18:00,Returning,Desktop,Edge,Pakistan,Ads,208.75744398060652,6,2021.5976090752672,65.26370254785785,0,0,0.19369938583686158
2024-01-01 01:19:00,Premium,Tablet,Firefox,Pakistan,Ads,122.1779358005185,4,2282.4486906184525,97.63611226354824,0,0,0.17110765760450503
2024-01-01 01:20:00,Returning,Desktop,Edge,UK,Ads,194.2277478291605,9,2643.9503519867085,45.609894809671765,1,0,0.15525596120917987
2024-01-01 01:21:00,Returning,Tablet,Edge,UK,Organic,146.97873689948324,5,2451.9724553290225,49.654374035805276,0,0,0.10125393930891918
2024-01-01 01:22:00,Premium,Mobile,Safari,Pakistan,Organic,333.25173659430425,3,1709.697736943974,23.519853571331133,0,0,0.041270196005591134
2024-01-01 01:23:00,Returning,Mobile,Safari,USA,Social,882.2790163402185,5,2345.06372629595,78.66435753733893,0,0,0.16772328328490674
2024-01-01 01:24:00,Returning,Mobile,Firefox,UK,Organic,42.88470975202595,9,2076.305772711598,30.947519276605522,1,0,0.13414578774960503
2024-01-01 01:25:00,Returning,Mobile,Edge,USA,Social,183.36835727154974,7,2350.511576575777,97.60925656617565,0,0,0.2906876965731048
2024-01-01 01:26:00,Premium,Tablet,Firefox,Pakistan,Referral,212.0102605671989,7,2549.179164472062,74.95119989564809,0,0,0.20581464283943102
2024-01-01 01:27:00,Premium,Desktop,Safari,Pakistan,Ads,198.0678523503234,5,1709.0040993260272,83.04747416305145,0,0,0.24297037729693724
2024-01-01 01:28:00,Returning,Desktop,Edge,Pakistan,Organic,45.016034391684805,9,1921.4676351061673,20.465800345493722,1,0,0.09586016425369887
2024-01-01 01:29:00,Returning,Desktop,Firefox,India,Organic,204.11231954416377,4,1647.5569752683496,18.836730733404778,0,0,0.045732514301271315
2024-01-01 01:30:00,Premium,Desktop,Edge,Pakistan,Social,206.2539429918037,10,2511.3496182595086,71.85777078398081,1,0,0.2861320871515367
2024-01-01 01:31:00,Premium,Tablet,Safari,USA,Social,587.6588025607015,9,2906.242255864261,94.69116987777682,1,0,0.2932379526105807
2024-01-01 01:32:00,Returning,Tablet,Edge,Pakistan,Ads,209.38561975889937,4,2199.03840070162,89.46214716877682,0,0,0.16272957696461005
2024-01-01 01:33:00,Premium,Tablet,Firefox,USA,Ads,251.76023695623726,10,2241.5990026108725,62.66449607609382,1,0,0.2795526586294256
2024-01-01 01:34:00,Returning,Desktop,Safari,USA,Social,99.64446552682419,9,2150.9192828229375,69.93870209223104,1,0,0.2926415341834542
2024-01-01 01:35:00,New,Mobile,Edge,UK,Social,440.9973176939756,5,2833.715242387984,55.673861223274365,0,0,0.0982347491915909
2024-01-01 01:36:00,Premium,Mobile,Chrome,Pakistan,Referral,64.23271790852267,4,1760.3521469108712,11.010768380115048,0,0,0.02501946760922157
2024-01-01 01:37:00,New,Mobile,Firefox,Pakistan,Organic,279.3980057597567,5,3436.662348541654,70.5141959667128,0,0,0.10259110266773148
2024-01-01 01:38:00,Returning,Mobile,Chrome,UK,Referral,740.1110569855365,5,2156.1595018705584,38.27401761578139,0,0,0.08875507025935948
2024-01-01 01:39:00,Premium,Desktop,Safari,UK,Ads,286.9350968920195,8,2129.7082155958637,37.2374379723247,1,0,0.13987808357834094
2024-01-01 01:40:00,Premium,Tablet,Safari,UK,Ads,36.527579061306966,6,2361.951377057905,54.44118082801018,0,0,0.1382954315405677
2024-01-01 01:41:00,New,Desktop,Firefox,Pakistan,Referral,45.46501200762707,8,3028.2084283259805,30.035882762151445,1,0,0.07934957840073258
2024-01-01 01:42:00,Premium,Tablet,Firefox,UK,Ads,340.95194494616004,2,2577.1098899366466,28.20102782072077,0,0,0.021885778274991635
2024-01-01 01:43:00,New,Tablet,Edge,USA,Social,455.8836190064873,9,2366.0997065021365,16.487106458950905,1,0,0.06271247053655139
2024-01-01 01:44:00,Premium,Tablet,Chrome,UK,Ads,38.936751283428,3,2691.2628474126104,66.72790335597969,0,0,0.07438281632743395
2024-01-01 01:45:00,Returning,Mobile,Edge,Pakistan,Referral,394.7564302520653,5,2336.5345999197184,34.88553852721985,0,0,0.07465230458906642
2024-01-01 01:46:00,New,Mobile,Chrome,India,Social,190.19493938000332,9,2364.946016689731,52.804424123013064,1,0,0.20095165545145152
2024-01-01 01:47:00,Premium,Mobile,Firefox,UK,Ads,130.47072830044542,4,2573.3015027430283,27.908472882889487,0,0,0.04338158253611597
2024-01-01 01:48:00,New,Tablet,Firefox,Pakistan,Referral,666.7729437050239,8,2370.066103783554,94.21197780653253,1,0,0.31800624516297943
2024-01-01 01:49:00,New,Tablet,Firefox,Pakistan,Ads,175.57105551814172,4,2542.9352749223935,87.98655297547784,0,0,0.13840156113004182
2024-01-01 01:50:00,Returning,Tablet,Safari,Pakistan,Ads,240.737610190544,7,2807.9443528991487,98.63257890560473,0,0,0.24588380878217167
2024-01-01 01:51:00,New,Mobile,Chrome,Pakistan,Organic,438.1380734933564,5,2421.9906507603987,50.065941406640285,0,0,0.1033570079862236
2024-01-01 01:52:00,Premium,Mobile,Safari,UK,Ads,188.0927829594545,11,2476.0176495764317,25.363799562037308,1,0,0.11268166655845073
2024-01-01 01:53:00,New,Tablet,Firefox,India,Referral,21.6403487701825,3,1911.6264230238942,50.01149510685499,0,1,0.07848525397720432
2024-01-01 01:54:00,Returning,Desktop,Safari,USA,Social,97.03132351509402,6,2738.12019578972,32.70037586899612,0,0,0.07165582267559611
2024-01-01 01:55:00,New,Tablet,Edge,USA,Social,277.96932163550946,7,2536.9485231023027,38.52378009500087,0,0,0.1062955981208657
2024-01-01 01:56:00,Premium,Mobile,Edge,UK,Referral,52.098763857118016,9,2543.85352581496,75.32741525259667,1,0,0.2665038416691779
2024-01-01 01:57:00,New,Mobile,Chrome,UK,Referral,149.52103909782636,7,2778.1800958884705,55.66095741699457,0,0,0.1402453003300919
2024-01-01 01:58:00,Returning,Desktop,Firefox,Pakistan,Referral,234.79092241678583,6,1829.0737785772367,38.5094966241748,0,0,0.12632458157307289
2024-01-01 01:59:00,Returning,Mobile,Edge,UK,Ads,505.58222598425635,9,2085.16992887903,62.332820152951186,1,0,0.26904060604698393
2024-01-01 02:00:00,New,Tablet,Firefox,Pakistan,Referral,287.6785879489306,5,2832.116745352844,44.52895100453286,0,0,0.07861425747649599
2024-01-01 02:01:00,Premium,Tablet,Chrome,Pakistan,Social,74.7327739119999,4,1726.1587578255949,26.851134257330127,0,0,0.062221702692408024
2024-01-01 02:02:00,New,Tablet,Chrome,USA,Social,382.36935128832096,6,1479.7454642888795,96.70079866863911,0,0,0.3920976992422568
2024-01-01 02:03:00,Premium,Mobile,Safari,Pakistan,Referral,188.2411119751209,6,1570.0761666069282,29.84600251517041,0,0,0.11405562284154748
2024-01-01 02:04:00,Premium,Mobile,Firefox,Pakistan,Ads,643.8795487855459,11,2280.7499418076104,31.112471027127683,1,0,0.15005467062608543
2024-01-01 02:05:00,New,Mobile,Edge,USA,Organic,120.44626539122466,6,1673.6677377949977,40.72798660938798,0,0,0.14600742676576572
2024-01-01 02:06:00,New,Tablet,Chrome,Pakistan,Social,139.90797331001764,7,2445.419561701739,38.56584631150997,0,0,0.11039452223597457
2024-01-01 02:07:00,Returning,Tablet,Firefox,USA,Ads,182.43092652453453,8,2582.5820557548236,25.2342834847427,1,0,0.07816761036812007
2024-01-01 02:08:00,New,Tablet,Edge,UK,Referral,900.3069644710303,6,1728.053655196311,35.03401851614325,0,0,0.12164212058159722
2024-01-01 02:09:00,Returning,Mobile,Safari,USA,Social,259.3294691100079,5,2504.2791376204254,97.51116512588774,0,0,0.19468908968858634
2024-01-01 02:10:00,Premium,Tablet,Chrome,India,Referral,351.5808112316429,5,2377.931886546433,19.036824379618345,0,0,0.04002811116525776
2024-01-01 02:11:00,Returning,Desktop,Chrome,India,Social,367.16318347445286,7,2734.1739435104696,45.91490180685616,0,0,0.1175507920448304
2024-01-01 02:12:00,Returning,Mobile,Firefox,India,Referral,100.09698511710441,4,2198.780378153143,57.17697057819533,0,0,0.10401579192956216
2024-01-01 02:13:00,Returning,Tablet,Firefox,UK,Referral,160.91043726020553,6,2644.850111878401,83.66970482154144,0,0,0.18980970856329923
2024-01-01 02:14:00,New,Desktop,Chrome,Pakistan,Social,406.6399593657312,5,1909.3606394694832,70.65242532469259,0,0,0.18501592591833094
2024-01-01 02:15:00,New,Desktop,Edge,India,Social,253.82529025235473,4,2382.1839339255916,49.015425639886224,0,0,0.08230334348551145
2024-01-01 02:16:00,Premium,Mobile,Chrome,India,Social,331.04356038493603,7,2711.7125653320295,13.882816019380849,0,0,0.03583702542004742
2024-01-01 02:17:00,Premium,Desktop,Firefox,Pakistan,Referral,180.82342830191908,5,2288.8395960304742,99.79224016048471,0,0,0.21799745236309703
2024-01-01 02:18:00,Returning,Desktop,Safari,India,Organic,102.02364786597259,4,1897.7590176941594,77.13084700847962,0,0,0.16257247899092303
2024-01-01 02:19:00,Returning,Tablet,Firefox,UK,Social,114.60372157141401,2,2195.9324413721884,84.85164701681978,0,0,0.07728074454221179
2024-01-01 02:20:00,New,Mobile,Firefox,USA,Social,440.5621304129902,5,2715.234233713606,85.36649044454249,0,0,0.15719912739864686
2024-01-01 02:21:00,Premium,Desktop,Safari,India,Organic,126.7893612485735,8,2053.256301949695,70.99294659619854,1,0,0.27660627279229116
2024-01-01 02:22:00,Premium,Mobile,Edge,USA,Ads,165.11381145776855,6,1877.1623008625538,27.48307168361203,0,0,0.08784452469874425
2024-01-01 02:23:00,Premium,Mobile,Safari,UK,Ads,282.09853785925617,6,2944.38872698958,14.859123734491192,0,0,0.030279542096366227
2024-01-01 02:24:00,New,Mobile,Firefox,UK,Ads,154.16416991036613,5,2517.1298893696508,65.99135935800767,0,0,0.13108453329465147
2024-01-01 02:25:00,Returning,Mobile,Chrome,India,Referral,16.225516093920444,4,2882.693346498464,98.11374691506964,0,1,0.13614177454462295
2024-01-01 02:26:00,New,Mobile,Chrome,UK,Social,146.69524609166484,9,2245.0247265840353,52.96547887384022,1,0,0.21233142968090093
2024-01-01 02:27:00,Premium,Desktop,Safari,Pakistan,Organic,245.74100428639062,7,2273.69220181331,55.82242980561985,0,0,0.17186011735788304
2024-01-01 02:28:00,Returning,Mobile,Firefox,India,Referral,679.008489384852,9,2944.5727232453382,44.21048201557985,1,0,0.13512803912062407
2024-01-01 02:29:00,Returning,Mobile,Firefox,Pakistan,Referral,178.78990405318018,7,2530.029238876809,68.58229245725087,0,0,0.1897511854107595
2024-01-01 02:30:00,Premium,Tablet,Firefox,India,Organic,334.33811345103015,3,2361.6718005527687,27.36653436033363,0,0,0.034763341401538014
2024-01-01 02:31:00,Returning,Mobile,Safari,UK,Social,65.58320894811014,8,2678.43768185163,98.12609983449171,1,0,0.2930845858370875
2024-01-01 02:32:00,Premium,Desktop,Safari,UK,Social,607.3304887066788,4,2818.8581946114546,99.777253185633,0,0,0.14158534597642092
2024-01-01 02:33:00,Premium,Mobile,Edge,UK,Referral,447.5211239986843,7,2571.930076131116,83.07105286441323,0,0,0.22609377115167267
2024-01-01 02:34:00,New,Tablet,Firefox,UK,Organic,508.23272392147123,6,2171.1028188012547,39.828463813003424,0,0,0.11006884649063514
2024-01-01 02:35:00,Returning,Mobile,Safari,USA,Organic,183.7731336599741,6,1920.5644493987375,19.343037542814404,0,0,0.06042922709166061
2024-01-01 02:36:00,Premium,Desktop,Firefox,USA,Referral,17.019232519087858,5,1579.6008739389479,56.22823793745361,0,1,0.17798242222176328
2024-01-01 02:37:00,Premium,Tablet,Safari,Pakistan,Organic,323.17498588835815,7,2066.9032061914045,44.072223248248136,0,0,0.1492598017234717
2024-01-01 02:38:00,Returning,Desktop,Chrome,India,Social,270.25391204122974,7,2624.132887775264,42.50446922390516,0,0,0.11338270479875838
2024-01-01 02:39:00,Premium,Tablet,Chrome,USA,Social,359.8067827584235,8,1938.2876303793857,85.46494154607109,1,0,0.3527441034304814
2024-01-01 02:40:00,New,Mobile,Edge,USA,Social,69.39103876970638,3,2416.0154025806282,79.97568164969267,0,0,0.09930691861186142
2024-01-01 02:41:00,New,Desktop,Edge,USA,Organic,362.8174266305399,2,2654.5448334558946,64.44555402407462,0,0,0.04855488083068037
2024-01-01 02:42:00,New,Mobile,Chrome,UK,Referral,224.38888939609348,6,2301.419096195795,19.14233407139131,0,0,0.049905731910454505
2024-01-01 02:43:00,Premium,Mobile,Edge,UK,Social,322.0952160943518,6,2947.3164905783756,59.15481459999115,0,0,0.12042442294016967
2024-01-01 02:44:00,New,Mobile,Edge,UK,Ads,258.06655021752954,10,2236.0434232784655,63.33489712193595,1,0,0.2832453809375264
2024-01-01 02:45:00,New,Mobile,Safari,USA,Referral,348.76369452822973,3,2322.9099549146763,46.37086460496536,0,0,0.05988720893832748
2024-01-01 02:46:00,Returning,Tablet,Edge,India,Organic,455.26521066821084,6,2883.21854414092,31.96276026312228,0,0,0.06651475031903112
2024-01-01 02:47:00,Premium,Tablet,Edge,India,Social,394.0698350954496,5,2107.3502755018835,48.00701256097629,0,0,0.1139037328513007
2024-01-01 02:48:00,New,Mobile,Edge,UK,Ads,45.218827687142024,6,2825.357246816245,49.69156951758947,0,0,0.10552627192242914
2024-01-01 02:49:00,New,Desktop,Chrome,UK,Social,211.1997016732269,7,2596.793632982076,35.99706838510764,0,0,0.09703484924460024
2024-01-01 02:50:00,Premium,Desktop,Chrome,Pakistan,Social,45.12933231025864,11,2555.8948978573885,40.134246809469445,1,0,0.17272882201621617
2024-01-01 02:51:00,Premium,Desktop,Chrome,USA,Social,149.89658186474446,8,2350.0361189897476,92.35554734921277,1,0,0.31439703110236555
2024-01-01 02:52:00,Premium,Desktop,Firefox,India,Ads,467.1779947008247,4,2735.665854249437,87.12050564863075,0,0,0.12738471771075757
2024-01-01 02:53:00,New,Tablet,Safari,Pakistan,Referral,141.57587351463997,5,2824.5891010907826,95.8272638504661,0,0,0.16963044963506393
2024-01-01 02:54:00,Returning,Tablet,Chrome,India,Referral,41.279940634223664,4,2062.4060915721934,77.20283009150725,0,0,0.14973351835409823
2024-01-01 02:55:00,Returning,Mobile,Edge,UK,Organic,146.6326542634912,7,1970.454632752149,93.48992271211112,0,0,0.33212104866922576
2024-01-01 02:56:00,Premium,Desktop,Firefox,India,Social,300.7294632303444,6,2659.276014017546,72.35417629557307,0,0,0.1632493413564757
2024-01-01 02:57:00,New,Mobile,Firefox,India,Ads,172.3917319213566,9,2504.3671311021403,32.16247889345367,1,0,0.11558301754012172
2024-01-01 02:58:00,New,Tablet,Edge,India,Social,130.61206937044105,6,2720.572088691898,92.9967227811542,0,0,0.20509669234870842
2024-01-01 02:59:00,Returning,Desktop,Chrome,UK,Social,260.94445499537494,9,2607.1638890610543,68.62605709667974,1,0,0.2368989983566215
2024-01-01 03:00:00,Premium,Desktop,Edge,Pakistan,Ads,160.1328183125707,4,3012.823041402877,13.2942875579364,0,0,0.0176502733486081
2024-01-01 03:01:00,Premium,Desktop,Firefox,USA,Organic,708.5785334246693,11,2782.0026406520083,86.18453168426197,1,0,0.340772447399509
2024-01-01 03:02:00,Premium,Tablet,Chrome,India,Ads,279.4756038914395,8,2178.2858838743387,54.348431535068194,1,0,0.19960072986711216
2024-01-01 03:03:00,New,Mobile,Safari,India,Organic,135.25671583505698,6,2333.723417485458,66.25845724665484,0,0,0.1703504110646849
2024-01-01 03:04:00,New,Tablet,Chrome,USA,Ads,288.43490156543623,7,2403.2388691244355,22.664595398438635,0,0,0.06601597944646748
2024-01-01 03:05:00,Premium,Desktop,Firefox,UK,Ads,113.7808886073433,4,2058.6236648378476,64.6362654724058,0,0,0.12559122208963244
2024-01-01 03:06:00,New,Mobile,Chrome,USA,Ads,232.39961436734362,7,2905.203635937568,35.55110351377337,0,0,0.08565930508898809
2024-01-01 03:07:00,Returning,Mobile,Safari,India,Organic,375.09903641968975,5,2381.752226435165,99.16985577584568,0,0,0.2081867598886975
2024-01-01 03:08:00,Returning,Desktop,Firefox,UK,Ads,237.86250009310635,7,2664.563622927284,23.91714114204116,0,0,0.06283204745186789
2024-01-01 03:09:00,Premium,Mobile,Firefox,India,Referral,137.09814217329054,4,2008.639300874905,48.16362266970557,0,0,0.09591293498783358
2024-01-01 03:10:00,New,Tablet,Chrome,USA,Social,201.68359320931089,4,2204.9820306332986,44.74401437697716,0,0,0.08116894152489056
