date,platform,content_type,followers,likes,comments,shares,engagement_rate
2024-01-02 22:00:00,LinkedIn,Text,173441,9051,378,427,0.05682624062361264
2024-01-02 23:00:00,Instagram,Video,20220,8805,1390,2993,0.6522255192878338
2024-01-03 00:00:00,Instagram,Text,31107,13157,1326,4375,0.6062301089786865
2024-01-03 01:00:00,Instagram,Video,90501,6675,3948,495,0.12284947127656048
2024-01-03 02:00:00,Instagram,Text,38784,1109,983,4078,0.1590862211221122
2024-01-03 03:00:00,LinkedIn,Video,113174,14942,3822,3590,0.19751886475692296
2024-01-03 04:00:00,Twitter,Text,190968,774,860,2842,0.023438481839889405
2024-01-03 05:00:00,LinkedIn,Image,150817,474,1297,1554,0.022046586260169608
2024-01-03 06:00:00,Instagram,Text,113591,7397,3187,1229,0.1039959151693356
2024-01-03 07:00:00,Twitter,Video,175397,5082,510,2080,0.04374077093678911
2024-01-03 08:00:00,Twitter,Image,8185,11817,823,3649,1.9901038485033598
2024-01-03 09:00:00,Instagram,Text,4327,886,3999,579,1.2627686618904552
2024-01-03 10:00:00,LinkedIn,Image,55793,3423,619,3973,0.14365601419532917
2024-01-03 11:00:00,Twitter,Text,173093,2037,3679,865,0.038020023917778305
2024-01-03 12:00:00,LinkedIn,Text,88370,13614,2523,2839,0.21473350684621478
2024-01-03 13:00:00,Instagram,Video,196287,1926,2028,3938,0.04020643241783715
2024-01-03 14:00:00,Instagram,Text,119436,3456,2846,4324,0.08896815030644027
2024-01-03 15:00:00,Twitter,Video,112416,6710,52,2938,0.08628664958724737
2024-01-03 16:00:00,Twitter,Image,102688,12987,1116,1591,0.15283187909005921
2024-01-03 17:00:00,LinkedIn,Text,124840,13381,1527,3103,0.14427266901634092
2024-01-03 18:00:00,Twitter,Text,168766,12956,2730,1301,0.10065416019814417
2024-01-03 19:00:00,LinkedIn,Video,161097,14276,3163,464,0.11113180257857068
2024-01-03 20:00:00,Twitter,Video,93288,14237,3285,3428,0.22457336420547122
2024-01-03 21:00:00,Twitter,Image,6265,12008,637,4056,2.665762170790104
2024-01-03 22:00:00,LinkedIn,Text,16982,12213,515,1752,0.8526675303262278
2024-01-03 23:00:00,Twitter,Image,119441,2355,3711,2681,0.07323280950427408
2024-01-04 00:00:00,Twitter,Video,70701,700,2519,21,0.045826791700258836
2024-01-04 01:00:00,LinkedIn,Video,46660,6119,1421,265,0.16727389627089584
2024-01-04 02:00:00,Twitter,Text,136837,11935,3406,4415,0.14437615557195788
2024-01-04 03:00:00,Twitter,Video,65635,10223,1757,4432,0.2500495162641883
2024-01-04 04:00:00,Twitter,Video,70782,10069,3254,2993,0.23051058178632985
2024-01-04 05:00:00,Instagram,Image,110344,10917,2247,4047,0.1559758573189299
2024-01-04 06:00:00,Instagram,Image,199755,4929,2505,4905,0.06177066906961027
2024-01-04 07:00:00,LinkedIn,Video,126930,12533,1969,2996,0.13785551091152604
2024-01-04 08:00:00,Instagram,Video,73120,7432,3345,3322,0.19282002188183808
2024-01-04 09:00:00,Instagram,Text,197743,8928,1050,4198,0.07168901048330409
2024-01-04 10:00:00,LinkedIn,Image,174294,13443,607,2472,0.09479385406267571
2024-01-04 11:00:00,Instagram,Image,103136,3983,3584,1751,0.0903467266521874
2024-01-04 12:00:00,Twitter,Text,127218,12217,2464,1098,0.12403119055479571
2024-01-04 13:00:00,Instagram,Image,132117,6013,1946,2583,0.0797929108290379
2024-01-04 14:00:00,Twitter,Image,115641,8591,3222,3292,0.1306197628868654
2024-01-04 15:00:00,Instagram,Video,143556,3,2089,3755,0.040729750062693304
2024-01-04 16:00:00,Twitter,Image,176155,5231,1837,2848,0.05629133433623797
2024-01-04 17:00:00,LinkedIn,Text,148100,4642,3989,3538,0.08216745442268737
2024-01-04 18:00:00,LinkedIn,Video,199953,13463,2548,4843,0.10429450920966427
2024-01-04 19:00:00,Instagram,Text,4403,7659,1265,2892,2.68362480127186
2024-01-04 20:00:00,LinkedIn,Video,170305,7611,653,243,0.04995155749977981
2024-01-04 21:00:00,Instagram,Image,167934,8910,2211,3770,0.08867174008836805
2024-01-04 22:00:00,Instagram,Video,12535,7887,2709,3270,1.1061826884722776
2024-01-04 23:00:00,LinkedIn,Video,184666,4369,1443,3072,0.04810847692590948
2024-01-05 00:00:00,Twitter,Text,15727,4179,2767,3985,0.6950467349144783
2024-01-05 01:00:00,Twitter,Image,98241,6127,1816,4287,0.12448977514479698
2024-01-05 02:00:00,Instagram,Video,188739,82,3730,1616,0.028759291932245058
2024-01-05 03:00:00,Instagram,Video,104164,774,1251,2559,0.04400752659268077
2024-01-05 04:00:00,LinkedIn,Image,150075,2257,1072,4337,0.05108112610361486
2024-01-05 05:00:00,LinkedIn,Text,36824,4114,1181,2139,0.2018792092113839
2024-01-05 06:00:00,LinkedIn,Video,66630,1085,3264,190,0.06812246735704637
2024-01-05 07:00:00,Twitter,Image,195168,2538,1137,4148,0.0400834153139859
2024-01-05 08:00:00,LinkedIn,Video,51977,5823,2929,3553,0.23673932701002368
2024-01-05 09:00:00,Instagram,Text,92900,10642,2416,3374,0.1768783638320775
2024-01-05 10:00:00,Instagram,Image,105623,5586,3622,694,0.09374852068204842
2024-01-05 11:00:00,Instagram,Image,141544,1641,3006,4816,0.06685553608771831
2024-01-05 12:00:00,Instagram,Image,141730,11767,1063,4385,0.12146334579834897
2024-01-05 13:00:00,Twitter,Video,83570,13767,2080,1977,0.2132822783295441
2024-01-05 14:00:00,LinkedIn,Text,29693,14785,1311,1689,0.5989627184858384
2024-01-05 15:00:00,LinkedIn,Video,177806,14699,2663,618,0.10112144697029346
2024-01-05 16:00:00,Twitter,Video,197649,4033,1424,223,0.02873781299171764
2024-01-05 17:00:00,LinkedIn,Image,166984,14236,1127,2016,0.10407583960139893
2024-01-05 18:00:00,Twitter,Image,124395,7398,2207,1198,0.0868443265404558
2024-01-05 19:00:00,Instagram,Image,172036,10892,3656,3549,0.10519309911878909
2024-01-05 20:00:00,Twitter,Text,88281,12920,163,4197,0.1957386074013661
2024-01-05 21:00:00,Instagram,Image,83989,7092,463,2305,0.11739632570931907
2024-01-05 22:00:00,Twitter,Video,52644,12625,3703,759,0.3245763999696072
2024-01-05 23:00:00,Instagram,Image,49375,7610,1039,570,0.18671392405063292
2024-01-06 00:00:00,Twitter,Video,62530,10107,2423,3267,0.25263073724612184
2024-01-06 01:00:00,LinkedIn,Text,131938,323,39,4120,0.0339705012960633
2024-01-06 02:00:00,Instagram,Image,137613,14081,1981,917,0.12338223859664421
2024-01-06 03:00:00,Twitter,Video,117017,4987,2248,2718,0.08505601750173052
2024-01-06 04:00:00,LinkedIn,Text,105676,7064,3000,1393,0.10841629130549983
2024-01-06 05:00:00,Instagram,Text,90887,8408,945,3011,0.1360370570048522
2024-01-06 06:00:00,LinkedIn,Text,152379,7665,2211,4836,0.09654873703069321
2024-01-06 07:00:00,LinkedIn,Image,104192,3867,2711,2979,0.0917248925061425
2024-01-06 08:00:00,LinkedIn,Text,52222,5105,3487,1520,0.19363486653134696
2024-01-06 09:00:00,Twitter,Video,66967,12073,3629,4285,0.2984604357370048
2024-01-06 10:00:00,Instagram,Image,99984,12374,1096,1356,0.14828372539606338
2024-01-06 11:00:00,LinkedIn,Image,179546,11717,2043,2111,0.08839517449567241
2024-01-06 12:00:00,LinkedIn,Text,180621,73,2865,3848,0.03757038218147391
2024-01-06 13:00:00,Instagram,Video,37091,3226,3630,4821,0.3148203068129735
2024-01-06 14:00:00,Twitter,Video,96665,136,3525,1882,0.05734236797186158
2024-01-06 15:00:00,Instagram,Text,68963,980,298,3312,0.06655742934617113
2024-01-06 16:00:00,LinkedIn,Image,101194,12991,2632,2680,0.18087040733640333
2024-01-06 17:00:00,LinkedIn,Video,32580,9189,193,2391,0.36135666052793125
2024-01-06 18:00:00,Instagram,Video,46112,2114,355,1321,0.0821911866759195
2024-01-06 19:00:00,LinkedIn,Image,97872,13091,3762,2648,0.19925004086970738
2024-01-06 20:00:00,Instagram,Image,60421,8659,2022,69,0.1779182734479734
2024-01-06 21:00:00,LinkedIn,Image,97918,8262,205,2834,0.11541289650523907
2024-01-06 22:00:00,Instagram,Text,167066,10972,2093,1013,0.08426609842816611
2024-01-06 23:00:00,LinkedIn,Video,145038,3077,2299,1288,0.04594657951709207
2024-01-07 00:00:00,Twitter,Text,127835,2800,1075,25,0.03050807681777291
2024-01-07 01:00:00,Instagram,Image,99310,7529,51,1153,0.0879367636693183
2024-01-07 02:00:00,Instagram,Image,6138,11702,1138,1020,2.2580645161290325
2024-01-07 03:00:00,Twitter,Video,114418,6047,3092,3743,0.11258718033875789
2024-01-07 04:00:00,Twitter,Text,63103,12102,1495,4773,0.2911113576216662
2024-01-07 05:00:00,Instagram,Image,186235,8683,536,2623,0.06358632910033023
2024-01-07 06:00:00,LinkedIn,Image,85603,10062,102,1059,0.13110521827506044
2024-01-07 07:00:00,Instagram,Video,199252,13826,240,2645,0.083868668821392
2024-01-07 08:00:00,LinkedIn,Text,118128,12047,1337,1068,0.1223418664499526
2024-01-07 09:00:00,Instagram,Text,15971,8962,3657,749,0.837017093481936
2024-01-07 10:00:00,Instagram,Video,64812,7719,248,1812,0.1508825526137135
2024-01-07 11:00:00,Instagram,Video,69533,1516,1170,2458,0.07397926164554959
2024-01-07 12:00:00,LinkedIn,Image,85302,13500,1938,2105,0.2056575461302197
2024-01-07 13:00:00,LinkedIn,Video,16933,14302,1487,2649,1.0888797023563457
2024-01-07 14:00:00,LinkedIn,Video,125076,9733,869,4233,0.11860788640506573
2024-01-07 15:00:00,Twitter,Image,113887,5223,2070,711,0.07028019001290753
2024-01-07 16:00:00,Twitter,Image,179755,9363,2456,1340,0.07320519596116937
2024-01-07 17:00:00,LinkedIn,Video,80188,2515,1179,3533,0.09012570459420362
2024-01-07 18:00:00,Instagram,Text,71205,9527,3911,422,0.1946492521592585
2024-01-07 19:00:00,LinkedIn,Image,146800,9055,1910,2091,0.08893732970027247
2024-01-07 20:00:00,Instagram,Video,185424,3722,1069,2490,0.039266761584260935
2024-01-07 21:00:00,LinkedIn,Image,184937,2048,2708,111,0.02631707013739814
2024-01-07 22:00:00,LinkedIn,Video,159537,7930,2623,2107,0.07935463246770341
2024-01-07 23:00:00,LinkedIn,Image,159487,2466,3303,3201,0.05624282856909968
2024-01-08 00:00:00,LinkedIn,Text,178704,3764,1016,575,0.029965753424657533
2024-01-08 01:00:00,LinkedIn,Video,178049,4821,1250,4186,0.057607737195940444
2024-01-08 02:00:00,LinkedIn,Image,106578,1974,1251,3912,0.06696503968924168
2024-01-08 03:00:00,Instagram,Video,182794,9035,1438,2287,0.06980535466153157
2024-01-08 04:00:00,Twitter,Text,10152,13760,622,1906,1.6044129235618598
2024-01-08 05:00:00,LinkedIn,Image,103053,11721,3205,4195,0.18554530193201557
2024-01-08 06:00:00,Instagram,Text,140685,4429,703,4677,0.06972314034900665
2024-01-08 07:00:00,LinkedIn,Video,193676,9748,2229,3992,0.08245213655796278
2024-01-08 08:00:00,LinkedIn,Image,187735,5713,549,4927,0.05959996804005646
2024-01-08 09:00:00,LinkedIn,Text,179658,12676,2003,148,0.08252902737423326
2024-01-08 10:00:00,LinkedIn,Video,67180,5837,3953,4572,0.2137838642453111
2024-01-08 11:00:00,Instagram,Video,89222,12397,316,4012,0.187453767008137
2024-01-08 12:00:00,LinkedIn,Text,22381,1030,2627,1143,0.21446762879227915
2024-01-08 13:00:00,Twitter,Image,167380,13772,445,4382,0.11111841319154021
2024-01-08 14:00:00,Twitter,Video,76503,13852,315,4053,0.23816059500934603
2024-01-08 15:00:00,Twitter,Video,73855,10104,2930,2956,0.21650531446753774
2024-01-08 16:00:00,Instagram,Image,51070,4128,841,2242,0.14119835519874682
2024-01-08 17:00:00,LinkedIn,Image,188447,13539,2860,936,0.09198872892643555
2024-01-08 18:00:00,Instagram,Text,8978,4794,2567,1319,0.9668077522833594
2024-01-08 19:00:00,Instagram,Video,6888,9970,3161,4300,2.5306329849012776
2024-01-08 20:00:00,LinkedIn,Image,64754,8267,3659,2977,0.23014794452852333
2024-01-08 21:00:00,Twitter,Video,79687,2010,3725,1398,0.08951271851117497
2024-01-08 22:00:00,Instagram,Text,1491,10206,1945,1399,9.087860496311201
2024-01-08 23:00:00,Twitter,Text,175082,5460,3458,2277,0.06394146742669149
2024-01-09 00:00:00,Twitter,Text,12051,10676,1322,2883,1.2348352833789726
2024-01-09 01:00:00,Instagram,Image,57838,11979,2807,3983,0.3245098378228846
2024-01-09 02:00:00,Twitter,Text,40540,2500,2596,2008,0.17523433645781944
2024-01-09 03:00:00,Twitter,Text,181855,13837,2257,1780,0.09828709686288527
2024-01-09 04:00:00,Twitter,Text,156537,380,2390,3907,0.04265445230201167
2024-01-09 05:00:00,Instagram,Text,104023,9433,32,3112,0.12090595349105486
2024-01-09 06:00:00,Instagram,Text,52725,13938,1443,2940,0.34748221906116644
2024-01-09 07:00:00,Instagram,Image,198160,8189,1329,1044,0.05330036334275333
2024-01-09 08:00:00,Twitter,Image,33203,14807,1032,3009,0.5676595488359486
2024-01-09 09:00:00,Instagram,Image,6836,11810,347,2316,2.117173785839672
2024-01-09 10:00:00,LinkedIn,Image,3281,13373,767,766,4.543127095397745
2024-01-09 11:00:00,LinkedIn,Text,163449,13186,3776,1663,0.1139499170995234
2024-01-09 12:00:00,Twitter,Video,44846,2481,2404,4904,0.21828033715381528
2024-01-09 13:00:00,Instagram,Text,182033,12185,1922,1925,0.08807194299934627
2024-01-09 14:00:00,LinkedIn,Image,113011,1481,3261,2098,0.06052508162922193
2024-01-09 15:00:00,Twitter,Text,176654,14662,217,626,0.08777044391862059
2024-01-09 16:00:00,Instagram,Video,15692,5246,658,1312,0.4598521539638032
2024-01-09 17:00:00,Instagram,Text,175583,410,3630,3856,0.04497018504069301
2024-01-09 18:00:00,LinkedIn,Text,195441,12357,2064,4812,0.09840821526701153
2024-01-09 19:00:00,LinkedIn,Text,50501,13589,2305,935,0.33324092592225896
2024-01-09 20:00:00,LinkedIn,Image,8177,11015,3197,3054,2.1115323468264644
2024-01-09 21:00:00,Instagram,Video,136800,1104,963,1830,0.028486842105263158
2024-01-09 22:00:00,LinkedIn,Image,197332,14480,1103,490,0.08145156386191799
2024-01-09 23:00:00,Twitter,Text,112013,4795,2681,473,0.07096497727942293
2024-01-10 00:00:00,Instagram,Text,102430,7030,1228,4914,0.12859513814312212
2024-01-10 01:00:00,Instagram,Image,17219,5243,2607,1797,0.560253208664847
2024-01-10 02:00:00,Instagram,Text,67839,978,3361,2631,0.10274325977682454
2024-01-10 03:00:00,LinkedIn,Video,56351,12540,211,3929,0.2960018455750563
2024-01-10 04:00:00,Instagram,Video,66393,11518,1920,323,0.2072658262166192
2024-01-10 05:00:00,Twitter,Image,169920,9702,3877,800,0.08462217514124294
2024-01-10 06:00:00,Instagram,Image,145744,1999,1226,3118,0.04352151718081019
2024-01-10 07:00:00,Instagram,Video,110739,14284,339,2598,0.15550980232799647
2024-01-10 08:00:00,Twitter,Video,107920,13911,3547,936,0.17044106745737583
2024-01-10 09:00:00,Instagram,Video,79962,7432,830,4330,0.15747480053025187
2024-01-10 10:00:00,LinkedIn,Text,80477,13412,3486,341,0.2142102712576264
2024-01-10 11:00:00,Instagram,Text,88460,4350,566,2384,0.08252317431607506
2024-01-10 12:00:00,Instagram,Image,16437,10150,230,4971,0.933929549187808
2024-01-10 13:00:00,LinkedIn,Video,82477,10235,2466,1956,0.17771014949622319
2024-01-10 14:00:00,Instagram,Image,122040,11937,334,4466,0.13714355948869222
2024-01-10 15:00:00,Instagram,Text,180414,9765,51,2780,0.06981719822186748
2024-01-10 16:00:00,Instagram,Image,28064,6595,2417,3329,0.43974486887115166
2024-01-10 17:00:00,Instagram,Text,163238,650,211,1351,0.01355076636567466
2024-01-10 18:00:00,LinkedIn,Image,30718,8492,2090,62,0.34650693404518523
2024-01-10 19:00:00,Twitter,Video,91071,7863,422,1052,0.10252440403641115
2024-01-10 20:00:00,Instagram,Text,158972,2083,315,1097,0.021985003648441234
2024-01-10 21:00:00,LinkedIn,Image,106763,4927,2180,3259,0.09709356237647875
2024-01-10 22:00:00,Instagram,Video,4942,13513,522,2414,3.328409550789154
2024-01-10 23:00:00,LinkedIn,Text,71368,9032,125,4211,0.187310839591974
2024-01-11 00:00:00,Twitter,Video,68355,6582,101,2618,0.13606905127642455
2024-01-11 01:00:00,Twitter,Text,95316,1107,3096,2547,0.07081707163540224
2024-01-11 02:00:00,Twitter,Text,60652,531,270,1785,0.04263668139550221
2024-01-11 03:00:00,Instagram,Image,35375,8324,666,1822,0.30563957597173147
2024-01-11 04:00:00,Twitter,Text,99714,8486,3637,2100,0.142637944521331
2024-01-11 05:00:00,Instagram,Image,38926,9694,1632,1053,0.3180136669578174
2024-01-11 06:00:00,Twitter,Text,145295,6704,1118,1962,0.06733886231460133
2024-01-11 07:00:00,Instagram,Image,84449,12935,1863,3173,0.21280299352271786
2024-01-11 08:00:00,Twitter,Image,19730,10281,1863,4314,0.834161175874303
2024-01-11 09:00:00,Instagram,Text,39680,14671,479,1882,0.42923387096774196
2024-01-11 10:00:00,Instagram,Video,187070,9774,1894,3275,0.07987918960816806
2024-01-11 11:00:00,LinkedIn,Video,30570,4156,2952,323,0.24308145240431797
2024-01-11 12:00:00,Twitter,Text,95452,14218,74,3547,0.18688974563131208
2024-01-11 13:00:00,LinkedIn,Text,62925,6324,1573,1357,0.14706396503774335
2024-01-11 14:00:00,LinkedIn,Image,49061,13012,1829,3767,0.3792829334909602
2024-01-11 15:00:00,Twitter,Image,24269,6523,3195,3587,0.548230252585603
2024-01-11 16:00:00,Instagram,Image,72042,1369,1538,4022,0.09618000610754837
2024-01-11 17:00:00,Twitter,Video,92370,3373,3568,1396,0.09025657681065281
2024-01-11 18:00:00,Twitter,Video,42100,8869,3894,198,0.3078622327790974
2024-01-11 19:00:00,LinkedIn,Text,41951,11106,1310,3737,0.3850444566279707
2024-01-11 20:00:00,Instagram,Video,79128,928,692,1858,0.043954099686583765
2024-01-11 21:00:00,LinkedIn,Video,93880,8375,1115,1254,0.11444397102684278
2024-01-11 22:00:00,LinkedIn,Image,142910,11337,1796,4259,0.12169897138058919
2024-01-11 23:00:00,LinkedIn,Text,112926,856,3938,4466,0.08200060216424915
2024-01-12 00:00:00,LinkedIn,Video,184409,465,3457,4647,0.04646736330656313
2024-01-12 01:00:00,Instagram,Image,64578,4061,360,2862,0.11277834556660163
2024-01-12 02:00:00,LinkedIn,Video,50122,8967,1146,441,0.21056621842703802
2024-01-12 03:00:00,Twitter,Video,81029,5411,3412,2920,0.14492342247837195
2024-01-12 04:00:00,Instagram,Video,87036,4039,795,4002,0.10152120961441242
2024-01-12 05:00:00,LinkedIn,Image,164615,5254,91,1927,0.04417580414907511
2024-01-12 06:00:00,Instagram,Image,16745,7389,2481,1140,0.65750970438937
2024-01-12 07:00:00,LinkedIn,Text,153327,5626,259,4774,0.06951808879062396
2024-01-12 08:00:00,LinkedIn,Text,173968,13525,1249,1344,0.0926492228455808
2024-01-12 09:00:00,Twitter,Image,39201,2355,1920,4420,0.22180556618453612
2024-01-12 10:00:00,Twitter,Image,192534,10072,1476,1563,0.06809706337581933
2024-01-12 11:00:00,Instagram,Video,196834,7988,837,1448,0.052191186482010224
2024-01-12 12:00:00,LinkedIn,Image,51228,12017,3271,1013,0.3182048879519013
2024-01-12 13:00:00,Twitter,Image,178505,2710,3082,2241,0.04500154057309319
2024-01-12 14:00:00,Twitter,Image,199724,4170,3772,4591,0.06275159720414171
2024-01-12 15:00:00,LinkedIn,Text,125993,12925,2779,3328,0.15105601104823285
2024-01-12 16:00:00,Twitter,Text,168034,12268,2481,265,0.08935096468571836
2024-01-12 17:00:00,LinkedIn,Text,89140,10878,1967,2366,0.17064168723356518
2024-01-12 18:00:00,Instagram,Text,105490,5482,3390,3792,0.12004929377192151
2024-01-12 19:00:00,Instagram,Image,1198,12507,1795,1504,13.193656093489148
2024-01-12 20:00:00,LinkedIn,Text,1260,13849,3416,3728,16.66111111111111
2024-01-12 21:00:00,LinkedIn,Text,129758,10817,1603,454,0.09921546263043511
2024-01-12 22:00:00,Instagram,Image,22229,9079,556,1648,0.507580188042647
2024-01-12 23:00:00,LinkedIn,Video,13373,3764,1196,832,0.43311149330741044
2024-01-13 00:00:00,Twitter,Text,182724,4549,1073,2362,0.04369431492305335
2024-01-13 01:00:00,LinkedIn,Video,124410,6340,3280,509,0.08141628486456072
2024-01-13 02:00:00,Twitter,Video,23526,13550,3148,1704,0.7821984187707217
2024-01-13 03:00:00,Instagram,Video,152456,610,1526,386,0.01654247782966889
2024-01-13 04:00:00,LinkedIn,Text,10613,6935,2674,4745,1.352492226514652
2024-01-13 05:00:00,Instagram,Image,150303,3937,1342,3273,0.05689839856822552
2024-01-13 06:00:00,LinkedIn,Text,150506,4326,2471,3909,0.07113337674245546
2024-01-13 07:00:00,Instagram,Image,103597,9169,3321,3981,0.15899109047559293
2024-01-13 08:00:00,Twitter,Image,33746,10559,3019,4937,0.5486576186807325
2024-01-13 09:00:00,LinkedIn,Text,52428,8478,1458,3783,0.2616731517509728
2024-01-13 10:00:00,Instagram,Video,115659,7323,524,4086,0.10317398559558703
2024-01-13 11:00:00,Twitter,Video,181170,1540,721,3190,0.030087762874648122
2024-01-13 12:00:00,Twitter,Text,112331,573,912,246,0.015409815634152639
2024-01-13 13:00:00,Instagram,Video,76767,14264,1637,3051,0.24687691325699845
2024-01-13 14:00:00,Instagram,Video,166085,603,3607,2582,0.04089472258181052
2024-01-13 15:00:00,LinkedIn,Image,21180,8154,1845,296,0.48607176581680833
2024-01-13 16:00:00,Instagram,Video,35185,13258,440,4897,0.528492255222396
2024-01-13 17:00:00,Instagram,Video,152806,2560,2390,2162,0.04654267502584977
2024-01-13 18:00:00,Twitter,Text,189633,419,3999,16,0.02338200629637247
2024-01-13 19:00:00,LinkedIn,Video,26070,3586,3231,2036,0.3395857307249712
2024-01-13 20:00:00,LinkedIn,Video,134756,12680,1161,1107,0.1109264151503458
2024-01-13 21:00:00,LinkedIn,Text,23297,4447,2796,2381,0.41310039919302916
2024-01-13 22:00:00,Instagram,Image,113949,14995,2782,4679,0.19707061931214842
2024-01-13 23:00:00,Twitter,Text,137819,2874,1810,2554,0.05251815787373294
2024-01-14 00:00:00,Twitter,Text,141545,7244,561,4859,0.0894697799286446
2024-01-14 01:00:00,LinkedIn,Image,33763,1278,1812,239,0.09859905814056807
2024-01-14 02:00:00,Instagram,Video,16131,6817,539,4666,0.7452730766846445
2024-01-14 03:00:00,LinkedIn,Text,45281,12101,3268,4531,0.43947792672423314
2024-01-14 04:00:00,Twitter,Video,48844,4046,3238,5,0.14923020227663583
2024-01-14 05:00:00,Twitter,Video,60385,14579,1364,152,0.26653970356876705
2024-01-14 06:00:00,Twitter,Text,135228,9556,2239,2224,0.10366935841689591
2024-01-14 07:00:00,LinkedIn,Video,168950,3581,2093,3510,0.054359277892867715
2024-01-14 08:00:00,Twitter,Video,119179,6355,2132,3699,0.10224955738846608
2024-01-14 09:00:00,LinkedIn,Image,75711,8112,307,1942,0.13684933497114027
2024-01-14 10:00:00,Instagram,Text,186824,3529,2244,1944,0.04130625615552606
2024-01-14 11:00:00,Instagram,Image,103105,3442,965,726,0.04978420057223219
2024-01-14 12:00:00,Twitter,Text,86681,10106,1676,829,0.14548747707109977
2024-01-14 13:00:00,Instagram,Image,49348,8799,2171,1705,0.2568493150684932
2024-01-14 14:00:00,Twitter,Image,173891,9987,1058,2647,0.07873898016573601
2024-01-14 15:00:00,LinkedIn,Text,174922,5353,1047,2964,0.05353243159808372
2024-01-14 16:00:00,Instagram,Image,168856,3400,2948,197,0.03876083763680296
2024-01-14 17:00:00,Twitter,Image,162082,7910,2180,964,0.06820004688984588
2024-01-14 18:00:00,LinkedIn,Video,180612,2131,1439,1091,0.02580670165880451
