date,open,close,volume,daily_return
2024-02-27,175.017705245181,176.023948353772,120372,0.005749378939584251
2024-02-28,133.93346683138776,139.86168266523885,95039,0.044262393665313426
2024-02-29,192.7151182339007,195.71477462080665,184953,0.015565236471303825
2024-03-01,191.80375467044166,199.53653941052028,100104,0.04031612808292064
2024-03-02,126.95743405700647,133.13446648123036,176791,0.048654357817678344
2024-03-03,168.64042529173685,159.52439915521836,84182,-0.05405599589035879
2024-03-04,164.51345824570717,158.42682665489195,168682,-0.03699777304373845
2024-03-05,100.09044790476834,91.81291894630957,13073,-0.08270048872530253
2024-03-06,120.49441014403492,122.07515918749549,168940,0.013118857892005094
2024-03-07,100.11243386784616,111.25245470716843,139985,0.11127509749715697
2024-03-08,102.6097592776996,107.0355729390425,136746,0.04313248264587608
2024-03-09,155.22122929644271,154.82017590404385,187304,-0.002583753486663411
2024-03-10,113.2777717368415,121.49318432132925,146009,0.0725244896551566
2024-03-11,140.10880790560103,146.19345692344692,100148,0.04342802646601242
2024-03-12,151.64460671733875,156.5132055899548,35096,0.032105321633303964
2024-03-13,181.46923160050278,175.99320831887925,36700,-0.030176042700609276
2024-03-14,139.21186782724257,134.12982531303996,103511,-0.03650581371775906
2024-03-15,121.84678054742177,118.30206640252898,77688,-0.029091569994442488
2024-03-16,180.8552502786829,185.233504589744,135066,0.024208610501019946
2024-03-17,104.10915122799014,108.08349257802092,52803,0.03817475508303123
2024-03-18,164.92672278000893,172.03799550343555,191926,0.04311777135662938
2024-03-19,147.81293666171223,137.06026520389008,97019,-0.07274513111413877
2024-03-20,134.3851883200649,122.66655814959032,112256,-0.08720179892567
2024-03-21,106.42450885548618,103.50218485092812,56556,-0.027459126060203735
2024-03-22,191.49765143881456,187.27478465606004,184316,-0.022051794113536537
2024-03-23,109.72991780700227,110.1137888518339,12336,0.0034983261858156614
2024-03-24,179.5075839384374,179.64948216851832,42094,0.0007904859893250557
2024-03-25,115.95786152489796,123.56920511269767,54505,0.06563887508537258
2024-03-26,122.2595528306562,117.45475952942769,49479,-0.03929994172221221
2024-03-27,127.22125109592798,120.0082518521922,175674,-0.05669649670633249
2024-03-28,158.10099727628787,163.36896888530356,53065,0.03332029335532714
2024-03-29,190.34443592304046,201.47438180865527,64136,0.05847266210668134
2024-03-30,179.64505086422326,182.6678522951891,86235,0.016826522169266396
2024-03-31,186.64942314563683,186.25799789031495,11346,-0.0020971147337351275
2024-04-01,159.7182880132967,158.36760675555226,171577,-0.00845664747941698
2024-04-02,124.07373830267689,117.96624664284428,84365,-0.04922469285912404
2024-04-03,140.35506462080718,130.67089561926997,174126,-0.06899764556199398
2024-04-04,155.47798105032354,156.55845623567927,4744,0.006949377513501545
2024-04-05,134.23901820217702,140.0431346172531,6785,0.043237178674344165
2024-04-06,176.83331833329325,169.8068335998163,81006,-0.03973507255139289
2024-04-07,156.4741545519803,153.79995598877088,35424,-0.01709035316960958
2024-04-08,119.67054818739099,118.79060427371802,56811,-0.007353053253295694
2024-04-09,168.66741963370617,165.0394593893579,25793,-0.02150954969387154
2024-04-10,195.78063231270966,204.75261660289897,194377,0.04582672036659302
2024-04-11,186.93547030924157,193.19980955059108,191506,0.03351070415361309
2024-04-12,128.00021959473597,121.74296257762198,85824,-0.048884736580337214
2024-04-13,104.84420169335115,104.67904612849513,33022,-0.0015752474832997415
2024-04-14,134.4434427899622,133.72118644850505,185937,-0.005372194630462698
2024-04-15,125.98751530949278,115.90169028982737,32689,-0.08005416246910832
2024-04-16,159.98046790146412,170.5006481550318,27415,0.06575915417404148
2024-04-17,162.25641490889416,162.3382035676558,45092,0.0005040704172316534
2024-04-18,142.79183354190957,139.68470498658985,179484,-0.02175984773252297
2024-04-19,115.33683864496064,108.92803393304206,44871,-0.05556598210261934
2024-04-20,161.31674399792416,155.8553705591904,27998,-0.0338549694432467
2024-04-21,196.76983966092376,205.39666918879715,70843,0.04384223488080919
2024-04-22,102.6761823503464,108.4564672245977,105382,0.05629625821622503
2024-04-23,181.33412678137574,179.2712973687439,151208,-0.011375847719601578
2024-04-24,188.36763533668977,194.69161976652603,183410,0.03357256366537022
2024-04-25,108.3295706056893,112.27714512851826,131700,0.036440415121719666
2024-04-26,130.77882080342061,121.43542379411834,112634,-0.07144426713670059
2024-04-27,111.75035617279897,117.37424842997252,184438,0.05032549738344777
2024-04-28,157.0883234573707,165.1820091998237,74742,0.051523153117420596
2024-04-29,109.37949148894816,114.01452567621321,88252,0.042375715265904106
2024-04-30,149.25378565359597,145.35639889270215,86762,-0.026112481796202427
2024-05-01,110.25101877644468,102.6126725034964,20080,-0.06928141216034031
2024-05-02,199.13447048843827,193.71975454036635,180971,-0.02719125390391059
2024-05-03,198.788294212989,198.08076949129887,194889,-0.0035591870461550764
2024-05-04,171.0734916559455,178.84005805182372,141752,0.04539900554258837
2024-05-05,127.07675765089178,130.67110987319876,167730,0.028284890870299575
2024-05-06,117.64513642815444,126.34117658844677,147946,0.07391754920189986
2024-05-07,138.5096132202495,134.77807215465563,73185,-0.02694066483067996
2024-05-08,102.62963453732114,94.79704503360753,59014,-0.07631898465803554
2024-05-09,150.56456611309767,155.50963002976414,135936,0.03284347734879367
2024-05-10,168.13545569002525,167.81334949941717,106437,-0.0019157541119816952
2024-05-11,155.75133671900227,150.28918550704435,56497,-0.035069690745655815
2024-05-12,113.45593705728947,110.84681990477849,181782,-0.022996744112152707
2024-05-13,177.8607002708445,186.40805755768912,27876,0.04805646932587581
2024-05-14,126.12264691523924,127.34827058524685,105598,0.00971771287698464
2024-05-15,141.7203044071265,138.95403603644272,59282,-0.019519209913189207
2024-05-16,160.8265908249535,150.22396145472274,58164,-0.06592584793251546
2024-05-17,172.46571928822988,169.13873843777165,10513,-0.019290679122719322
2024-05-18,120.01483215738568,119.02141901849572,85569,-0.008277419724148891
2024-05-19,162.83721740816773,164.62175415520616,109879,0.010959022608236488
2024-05-20,141.98928423799956,143.81033111935184,169453,0.01282524164499545
2024-05-21,111.83943111011585,118.70538581187105,194821,0.0613911804951427
2024-05-22,170.59470247552338,182.59195045460163,102494,0.07032602891522728
2024-05-23,103.10369874665227,108.18525920368727,92583,0.049285918146559145
2024-05-24,125.46805470099089,112.72762151270497,142095,-0.10154324316773919
2024-05-25,178.05474903935414,175.51754720861686,165950,-0.01424956000570642
2024-05-26,194.27679228640034,190.1058443889011,140305,-0.021469100083506058
2024-05-27,105.86098969233005,103.72190714340232,128955,-0.02020652324472567
2024-05-28,154.59574505483138,148.81558444753435,48246,-0.03738887254139466
2024-05-29,113.05391847573192,108.14886532521452,67902,-0.043386847768309054
2024-05-30,179.10068134277304,181.85939983623783,27683,0.015403171404942854
2024-05-31,138.25889757186405,148.2703968692672,12374,0.07241124783451544
2024-06-01,179.30036867271673,184.4103669155735,53430,0.02849965273738071
2024-06-02,119.85720758453971,123.80404438470602,30666,0.032929490680670664
2024-06-03,176.3632063538856,172.13860707776962,149539,-0.02395397182584113
2024-06-04,181.2130249095304,178.56474735422023,49444,-0.01461416780958376
2024-06-05,122.81018027087771,117.35139147960612,106056,-0.044448992577254966
2024-06-06,153.74771318585454,155.01541671079602,86008,0.00824534881640188
2024-06-07,175.91938820609994,182.3823185942853,137147,0.03673802219351543
2024-06-08,175.27071696695398,177.40287995881022,134104,0.012164969874906357
2024-06-09,112.01686423039322,105.25862819542621,119888,-0.06033230872332632
2024-06-10,173.66205780539428,179.48818018423867,10622,0.03354861996034356
2024-06-11,189.18284272582923,181.92778579515084,7190,-0.03834944451697816
2024-06-12,194.6169823602724,191.16194441595565,168489,-0.017753013649758665
2024-06-13,115.27138514481668,117.9611633612014,9356,0.023334309837654218
2024-06-14,174.96233730324587,178.85043535940937,66777,0.02222248579947022
2024-06-15,198.06541821657368,201.04887763704417,124049,0.01506300013063485
2024-06-16,192.0661237134007,192.80042688501027,55089,0.0038231790042541503
2024-06-17,189.53821894947282,191.75764455058115,82486,0.01170964681112669
2024-06-18,100.5117870226173,89.71579248836309,193546,-0.10741023370547452
2024-06-19,155.29407736661656,147.6655575499799,163615,-0.04912305701541561
2024-06-20,171.46452664684142,172.1842042557353,111048,0.0041972390614425205
2024-06-21,134.70011808544427,133.34234010481637,124631,-0.010080005867304603
2024-06-22,104.47791622691399,97.90628706786846,93856,-0.06289969590102379
2024-06-23,142.71645754780752,136.73277819711313,155806,-0.041927045090016754
2024-06-24,143.47510452983568,141.47306927825502,143776,-0.013953885993958814
2024-06-25,164.5403143545761,169.51321287789128,20462,0.030222979352031745
2024-06-26,166.29791337004454,164.71239094324764,52664,-0.009534229231540686
2024-06-27,159.47166704635094,158.44376134486598,133895,-0.00644569484048978
2024-06-28,142.13306048707997,141.11071829794878,172992,-0.0071928528494897654
2024-06-29,158.23079627924557,168.2704324951988,44430,0.06344931866635681
2024-06-30,193.50726807527192,190.96321444958284,43206,-0.013147070138468818
2024-07-01,135.94770324155854,131.74019388989538,114120,-0.03094946991628872
2024-07-02,188.87306627168317,195.73143112084335,15229,0.03631203212052911
2024-07-03,113.70899388776836,111.00975475580005,189344,-0.023738132224021626
2024-07-04,107.72189577967382,104.75501148158916,71203,-0.027542072821971963
2024-07-05,171.91368574943462,169.95793909025025,136664,-0.011376329061055004
2024-07-06,162.88842950091524,158.28407270722576,20031,-0.028266935888553123
2024-07-07,128.53371736560166,124.96275799224489,85201,-0.02778227726192284
2024-07-08,176.0493495596259,177.05898245841533,57763,0.005734942510806996
2024-07-09,172.31191833556034,168.94197859028282,91866,-0.019557206360589042
2024-07-10,145.21632070216242,143.2777285395055,37876,-0.013349685168191041
2024-07-11,174.3676323727866,189.70148003073666,52193,0.08793975951435352
2024-07-12,114.69797637133563,114.1464664788391,3964,-0.004808366371792019
2024-07-13,171.21245705859786,173.24452322529834,138616,0.011868681763062338
2024-07-14,132.200257636206,136.30127648869666,124544,0.031021262180713768
2024-07-15,148.110943059169,150.5514322867187,35255,0.016477440337239305
2024-07-16,132.74944915667243,132.15228255259126,153411,-0.004498448828788615
2024-07-17,181.72566649517262,175.43162226515432,104749,-0.03463486667242734
2024-07-18,126.8259906769514,127.98295628453762,21204,0.009122464578520147
2024-07-19,139.00187252061124,138.87073008952035,101692,-0.0009434580175993489
2024-07-20,193.5731926013752,205.15656264243518,158973,0.059839742711241886
2024-07-21,189.89090176342836,201.99140633749923,145584,0.06372345626725198
2024-07-22,196.2108247028237,189.2634790836987,188983,-0.03540755526432989
2024-07-23,100.47612641305712,93.97644712247119,132579,-0.06468879247858107
2024-07-24,149.19003320135198,141.72485324115695,101302,-0.050038060854372006
2024-07-25,118.91284808768313,117.08968646285315,186678,-0.015331914542031895
2024-07-26,199.33538496674757,191.71912727367834,118976,-0.038208257376580415
2024-07-27,161.56393919246193,156.92028826955823,172288,-0.02874187734041311
2024-07-28,155.11726787970292,158.44081561212695,193557,0.021426033206061373
2024-07-29,142.52998569743295,146.91925743925046,189626,0.03079542680327767
2024-07-30,105.83340393908294,110.21162561207845,90373,0.04136899608289634
2024-07-31,186.57166519047377,185.18294753929152,151464,-0.007443347036456394
2024-08-01,169.67244782124618,170.60513283692268,173279,0.005496973890888299
2024-08-02,186.58495625358526,188.8758148156277,56551,0.012277831010818299
2024-08-03,190.31721401810432,192.95526168202082,82017,0.01386131925862232
2024-08-04,104.69602207420765,101.1714265922308,4498,-0.03366503723970184
2024-08-05,144.2489602072913,155.0731596419936,119574,0.07503831860657795
2024-08-06,144.23017570824015,137.70928796383797,109619,-0.04521167441127673
2024-08-07,182.61211713133181,179.0382772876717,85012,-0.0195706610262334
2024-08-08,165.51523835203773,157.5571220285124,134065,-0.048080867977841724
2024-08-09,120.90803395455721,117.85485194087235,53951,-0.025252102063229205
2024-08-10,137.4493233611057,143.57330963816847,60502,0.04455450290558266
2024-08-11,176.43481442368727,186.97636932868704,157005,0.05974758972277137
2024-08-12,190.5636390044537,190.70228714084982,143699,0.0007275686858229731
2024-08-13,185.24233670169124,187.14726274959963,73217,0.010283427006084608
2024-08-14,104.39716812295809,106.56928698314184,68834,0.02080630058494921
2024-08-15,101.03696301859053,104.0594854935666,179430,0.02991501708557823
2024-08-16,112.54341826642671,105.02282411860688,31630,-0.06682393571888988
2024-08-17,151.25608054928938,152.09898710518132,117331,0.00557271187267918
2024-08-18,126.62656287399386,130.93552443901368,199756,0.03402889146811687
2024-08-19,163.71327781854927,160.81591650776323,13770,-0.017697778392766123
2024-08-20,107.53729475196272,102.10379622549132,32849,-0.050526643235761955
2024-08-21,116.7379440729718,105.58786606793309,198229,-0.09551374314138082
2024-08-22,111.79113875543287,101.43120987276147,193199,-0.09267218312657112
2024-08-23,182.07391590647745,191.23892679258043,75517,0.05033675933465724
2024-08-24,194.66539280439892,197.27671910452815,104801,0.013414435213726527
2024-08-25,156.88136373134492,151.04680924037427,137200,-0.03719087055465786
2024-08-26,171.53221074699553,175.54957436213965,78741,0.02342046195084375
2024-08-27,106.24781601986156,100.32526522472305,124677,-0.05574280034171589
2024-08-28,146.23366960040315,136.42079341539812,45732,-0.06710408219816684
2024-08-29,103.57313796384429,103.35274033018747,173908,-0.0021279420319750605
2024-08-30,184.87251010329237,195.6546548278652,101253,0.05832205512084297
2024-08-31,129.1269535678808,123.58746339992699,109433,-0.04289956523323195
2024-09-01,152.66139905522715,147.97324571203032,91120,-0.03070948761252236
2024-09-02,108.01799893476637,114.17665725075415,191745,0.05701511208059947
2024-09-03,173.58397987956587,169.54523263935005,100172,-0.023266820146755168
2024-09-04,151.2934638822495,152.93040186709933,182051,0.010819621303163753
2024-09-05,132.89294478993216,122.43905109956995,43089,-0.0786640231871375
2024-09-06,118.68023987647761,117.37091745282585,188746,-0.011032354038165973
2024-09-07,108.36365664904775,106.48313422124528,165988,-0.01735381110193461
2024-09-08,112.82221414936907,105.89624205542543,130239,-0.06138837237119028
2024-09-09,172.98355718665323,176.45501849178027,173184,0.020068157699990236
2024-09-10,181.6251979744533,177.474046048913,144537,-0.02285559477338698
2024-09-11,142.52164190736102,147.87535794781144,115090,0.03756423213205987
2024-09-12,112.10943707486175,111.48978522799707,171111,-0.00552720505099757
2024-09-13,110.50073478452816,112.01459897064677,21370,0.013700037280933764
2024-09-14,184.429659724219,190.91883370649515,176365,0.035185088949247836
2024-09-15,177.73500711326201,173.90510755709457,10125,-0.021548369217589396
2024-09-16,103.5415762205254,100.23446972402495,154725,-0.03193988943588125
2024-09-17,141.5826587555289,135.5516135226923,20338,-0.04259734409459309
2024-09-18,101.04641139326284,97.18597059254064,75602,-0.038204630401942136
2024-09-19,119.73899462949872,123.90478994041695,51248,0.03479063210617561
2024-09-20,119.53205402378501,118.47342214389661,99315,-0.008856468572670423
2024-09-21,174.56149796870437,177.0198351980217,23118,0.014082929270909768
2024-09-22,159.20725128830122,156.7564353113623,65093,-0.015393871554888165
2024-09-23,148.24361362245057,153.6754638799476,180429,0.03664137782913858
2024-09-24,183.5139728310586,185.17172717436267,34263,0.009033395755810877
2024-09-25,107.60932179842861,101.22443684317206,182609,-0.0593339391843448
2024-09-26,106.57933704949203,108.38348930490251,80894,0.016927786429865813
2024-09-27,194.99375320801505,194.61284167183575,58629,-0.001953455071829658
2024-09-28,177.23009005529428,175.4921294352826,94586,-0.009806238994007439
2024-09-29,101.44057112753498,99.52453391301525,66654,-0.018888273135911442
2024-09-30,113.56088876842517,108.28429518934202,134359,-0.04646488448891284
2024-10-01,167.41936050741896,172.71666634631836,88252,0.03164093939221959
2024-10-02,128.84087976432727,136.65163531621127,78042,0.06062327086070238
2024-10-03,128.71184108284777,122.44277349762949,23830,-0.048706222616946945
2024-10-04,155.40468558570956,146.92315233975043,97292,-0.05457707542081381
2024-10-05,106.19937634251812,104.73147504821887,147659,-0.013822127255859995
2024-10-06,152.37126525641924,154.19886126656922,2159,0.011994361319205456
2024-10-07,112.42389607263117,122.61693172595795,36021,0.09066609510438603
2024-10-08,123.47095348520435,128.42632164148736,149824,0.0401338777777951
2024-10-09,121.79542820759843,124.7765699538715,62720,0.024476630938821096
2024-10-10,108.8089565842836,112.8580327943828,31391,0.03721271058198932
2024-10-11,167.21131606922611,167.95081415868808,93274,0.004422536146751011
2024-10-12,138.30127003522264,149.56291885458734,66839,0.08142838324258751
2024-10-13,126.04148049492413,118.09401191826231,72056,-0.06305438928085168
2024-10-14,184.78723790606415,190.25093692552218,64176,0.02956751278589641
2024-10-15,185.74497483327485,190.1670871632019,23403,0.023807439926147908
2024-10-16,158.89680693425615,168.55454285160624,91976,0.060779924428223414
2024-10-17,118.50364806539051,120.44662596955713,2306,0.01639593325510525
2024-10-18,152.85327492140468,156.4161623601916,98187,0.023309199234487613
2024-10-19,105.12373510182516,100.20059802937938,47306,-0.04683183172360766
2024-10-20,164.65922539624728,159.07212464627412,128414,-0.033931294991385856
2024-10-21,169.76417732843146,170.86602116758448,125733,0.006490437832602079
2024-10-22,173.96620950430093,166.6262872617314,165223,-0.04219165470975028
2024-10-23,168.51809566118402,175.23657633049265,164429,0.03986800730775258
2024-10-24,188.5564206503949,182.87450000102262,120443,-0.03013379565529196
2024-10-25,126.99302887353514,125.82508903796989,123068,-0.009196881481804264
2024-10-26,100.99423761948087,96.93224041733681,101349,-0.04022008876831735
2024-10-27,138.34329905512215,142.59845755202352,87872,0.03075796605953374
2024-10-28,111.88879963991637,110.07962479063858,165461,-0.01616940082564235
2024-10-29,141.79457863391468,144.91028953334188,85441,0.021973413436851795
2024-10-30,111.40019575118036,112.09128230877768,24675,0.0062036386286151895
2024-10-31,114.12373362068561,109.84105320430865,18335,-0.03752664130855863
2024-11-01,161.06119072338748,169.15964858742697,66311,0.05028187006234223
2024-11-02,151.835709138464,144.18163249664067,140369,-0.050410253854337596
2024-11-03,149.41170547032607,154.2687429408482,28050,0.03250774398988948
2024-11-04,157.0027906027555,157.73802530747136,122837,0.004682940359806232
2024-11-05,139.94510252339046,141.17917749025273,148633,0.008818279058075668
2024-11-06,113.32094718047742,113.51644169352994,183767,0.001725140125604266
2024-11-07,197.99237143032983,195.50270729747902,55095,-0.01257454575075321
2024-11-08,172.22080788868996,163.72078170662488,77056,-0.04935539605387774
2024-11-09,188.98931298086183,182.5907486417335,81650,-0.033856752205751815
2024-11-10,102.69001782653957,100.58101513282311,163785,-0.020537562835746283
2024-11-11,116.01470914316403,124.98003903364861,134039,0.07727752762299495
2024-11-12,109.23347232975824,116.81936133026662,33617,0.06944656101023501
2024-11-13,107.01584112773432,107.30091323797603,124071,0.0026638309547224073
2024-11-14,145.72681592218746,139.03085665618332,144055,-0.0459487104252626
2024-11-15,125.09584489157703,130.86086277621308,113861,0.046084807130346364
2024-11-16,187.33276188550815,183.5990927433286,145822,-0.019930678993893426
2024-11-17,197.7888851984514,192.86822797860034,183650,-0.024878330321311596
2024-11-18,156.55551412068553,146.5726569148892,24444,-0.06376560584190442
2024-11-19,130.1347687058103,124.21825592070851,197407,-0.045464504558939016
2024-11-20,128.32147029833084,122.97088615193312,52624,-0.04169671789107704
2024-11-21,151.07483624200336,162.96451054398923,173221,0.0787005605813802
2024-11-22,181.92911334360684,184.41150011562848,105125,0.013644802233126887
2024-11-23,137.53768576128854,131.39928245701154,134263,-0.044630700817017276
2024-11-24,136.19552806283895,126.98719293929732,118458,-0.06761114152950028
2024-11-25,143.71408588985403,138.02463054664264,111111,-0.039588710514931215
2024-11-26,100.54267694471721,108.37392093046216,193949,0.0778897501411357
2024-11-27,196.20011857263006,204.9540018799319,101126,0.044617115274888534
2024-11-28,184.40327600979026,188.4785213355011,12988,0.022099636264024353
2024-11-29,108.20676954890048,103.08196342007366,190396,-0.047361233961529844
2024-11-30,101.61064316556713,104.34491079122864,20013,0.026909264034538458
2024-12-01,111.62961336116113,124.29071339445338,12881,0.11342062067642501
2024-12-02,135.8555087455947,135.94442566554272,56577,0.0006544962421400712
2024-12-03,105.4133449931507,108.84097404979357,147497,0.0325160828248604
2024-12-04,187.2407336010255,188.35727044166984,53804,0.0059631086632220606
2024-12-05,116.19955760558226,124.68955594551839,181034,0.0730639471860457
2024-12-06,145.98213098685764,150.95977695184826,36355,0.034097638740721886
2024-12-07,126.09619116190449,123.05195837969157,85990,-0.02414214699240355
2024-12-08,143.90635711230155,149.5079006468202,135070,0.03892492067009459
2024-12-09,110.23457551780905,108.06473524521645,32220,-0.01968384476830542
2024-12-10,193.12047390315075,198.74988916914185,102453,0.029149758967628836
2024-12-11,125.09740010901821,116.55936769028449,115093,-0.06825107805032807
2024-12-12,154.58165784765885,156.3415051682653,21508,0.011384580454822006
2024-12-13,196.91902265505027,195.9371490931863,100263,-0.004986179337198717
2024-12-14,192.04615420117545,197.6864176205261,133495,0.029369311990711675
2024-12-15,176.6651609064353,188.61233867134507,76844,0.06762611090727276
2024-12-16,147.2472496812445,142.43143762448076,177192,-0.032705616350654027
2024-12-17,181.86905223662072,180.4161831894159,186169,-0.007988544666272076
2024-12-18,160.2395562888987,158.07460051334326,170471,-0.013510744947722014
2024-12-19,171.52320381316582,165.15631400603138,94494,-0.03711969964174451
2024-12-20,102.66715156127536,104.09322052103568,29263,0.013890216472102927
2024-12-21,106.20700040054581,110.29767452481263,145746,0.038516049872789775
2024-12-22,191.88583721628424,192.03749789972954,14606,0.0007903693448430777
2024-12-23,148.20801592529702,146.84205734699208,97655,-0.009216495948460983
2024-12-24,145.63717935893794,135.6759810349932,89053,-0.06839735820064409
2024-12-25,110.23918482397109,109.1093480195354,184715,-0.010248958265065153
2024-12-26,109.58527801771369,103.5566931503252,133868,-0.05501272594676458
2024-12-27,199.7900296172855,199.48428652484682,197175,-0.0015303220737509558
2024-12-28,137.47507680669182,141.73443442572554,134537,0.030982762242955087
2024-12-29,144.60652151254527,138.34732773086515,20973,-0.0432843119121506
2024-12-30,186.63419934018566,191.74483888677406,71563,0.027383188958166417
2024-12-31,134.2913727327481,134.75560739228598,167492,0.003456920948017624
2025-01-01,164.7350577859337,160.06922101854315,166577,-0.028323277571272072
2025-01-02,152.3337774364277,153.47492713136478,142785,0.0074911140138522285
2025-01-03,166.9523406815779,160.5723308948108,82205,-0.0382145572845575
2025-01-04,102.35569663509962,97.83711235104224,65000,-0.044145899374474856
2025-01-05,141.33017808080945,152.17074653339455,86206,0.0767038476834488
2025-01-06,143.2315182700666,148.83878113003695,27161,0.03914824703175815
2025-01-07,177.753644285259,170.460231225026,158873,-0.041031018461306704
2025-01-08,192.41425129619103,197.85296763518835,185121,0.02826566276853001
2025-01-09,126.73392479727372,131.70313998237336,65264,0.03920982635903137
2025-01-10,105.62025758521776,115.82901718995987,84333,0.09665531819504761
2025-01-11,151.11304875159865,145.8913621283599,90651,-0.034554836040812206
2025-01-12,187.610046901419,190.491649690249,30905,0.015359533438761766
2025-01-13,117.00015652416552,121.53396203396778,132063,0.038750422601920534
2025-01-14,189.06697501802643,182.82219646837382,125270,-0.0330294518598883
2025-01-15,127.38154892287278,134.19684914307132,144862,0.05350304088644014
2025-01-16,113.55285275113563,118.41190086861864,180617,0.04279107041134568
2025-01-17,165.38392022608775,172.73755086093556,97669,0.04446400003576549
2025-01-18,171.8770513332721,181.76893453991235,91670,0.05755208813455694
2025-01-19,132.51344587584663,138.1431566954808,121738,0.04248407233261982
2025-01-20,158.11103770431518,143.96102676819999,127414,-0.08949413742117898
2025-01-21,143.3911262002905,136.38436890549997,85044,-0.04886465069674818
2025-01-22,192.46900435278013,187.7094961432777,162820,-0.024728699696386615
2025-01-23,139.1778609352483,132.058929601589,131732,-0.05114988322008589
2025-01-24,121.63616545372432,118.43539638547448,139376,-0.026314287829696113
2025-01-25,138.68884629016395,139.18238838674802,155438,0.0035586286120765556
2025-01-26,167.85041072395865,162.68818948871885,123339,-0.030754891888405446
2025-01-27,109.56905216050919,109.08323540533941,129157,-0.004433886627567969
