tenure,plan,monthly_fee,data_gb,call_minutes,complaints,revenue,churn
51,Premium,58.7954413838329,38.63283500893452,519.1505420562296,1,2998.567510575478,0
20,Premium,58.931818449015765,23.225785974068295,195.0697743535355,2,1178.6363689803152,0
56,Basic,87.02423493064722,23.711941795240502,860.3182082501609,3,4873.357156116244,0
58,Standard,58.218508591567335,10.668626151173553,59.50671539587488,1,3376.6734983109054,0
17,Premium,86.19725838349369,49.14555257771206,782.1827463120536,0,1465.3533925193926,0
44,Premium,38.32997227434883,13.302898986152956,770.4699263329691,1,1686.5187800713486,0
70,Basic,89.12369070920369,22.46656230583601,567.3825830067162,1,6238.658349644258,0
69,Standard,52.004931307554415,11.531702138894087,446.6226235136917,2,3588.3402602212545,0
62,Premium,24.667142372175896,23.332406257201033,618.5548447152388,2,1529.3628270749055,0
25,Standard,90.42388641960487,1.7131561080409239,167.00029271909773,1,2260.597160490122,0
65,Premium,95.26319302645237,26.515822478738105,131.80753397454603,1,6192.107546719404,0
69,Standard,16.266131264357412,1.6281036136182614,240.93625502017622,1,1122.3630572406614,0
48,Basic,117.3102160932852,16.929330312094585,975.4045524831267,1,5630.89037247769,0
4,Basic,88.82963489039244,24.599460386060155,251.97232712535802,0,355.31853956156976,0
27,Basic,93.13314850449494,18.175161951270542,269.1145204171438,2,2514.5950096213633,0
22,Premium,91.11256266498039,29.418707909856852,282.65572944159237,1,2004.4763786295684,0
44,Premium,82.480688900983,32.274142274442895,911.4484061449575,1,3629.150311643252,0
29,Basic,64.85158152761483,39.95164271054142,63.13897697898254,0,1880.69586430083,0
21,Premium,95.99717180709516,8.044207941206402,600.4352093865435,0,2015.9406079489984,0
41,Premium,116.59179197442666,5.376774418065731,872.8077567611921,1,4780.263470951493,0
15,Standard,75.92577227920324,15.198527065200162,271.25402126480225,1,1138.8865841880486,0
33,Premium,76.68327285331165,11.236999948274223,452.8463123965032,5,2530.5480041592846,0
36,Premium,89.65386787794445,48.14700602796699,919.0145349217064,0,3227.539243606,0
32,Standard,16.44942438794411,6.287683221979592,884.2814278423436,1,526.3815804142115,0
20,Premium,33.303822249007666,9.834457586935335,995.7741453918501,0,666.0764449801534,0
15,Premium,51.580506276025226,25.820340880897156,285.4630169447954,1,773.7075941403784,0
35,Premium,53.06261186077323,24.32874022680711,857.6417938757311,1,1857.191415127063,0
14,Standard,112.21192388766636,11.376208985206478,768.7121032746173,0,1570.966934427329,0
27,Premium,42.85465288365728,49.102811730162415,331.18477378298417,0,1157.0756278587467,0
37,Basic,97.67911615319295,39.25462888501627,435.62741839188214,1,3614.1272976681394,0
71,Premium,51.07124113250595,48.327968778674034,766.6163717491501,1,3626.0581204079226,0
66,Basic,78.87344718830089,34.49431835476924,712.1812498316841,2,5205.647514427858,0
68,Standard,55.38325792604763,43.483735058505175,101.1496806328737,0,3766.0615389712384,0
47,Basic,105.86684342926203,39.207750162555556,562.966285748384,1,4975.741641175316,0
1,Standard,31.015761513351887,8.7302111642579,277.6412010241246,3,31.015761513351887,0
4,Standard,82.07157913634069,41.862198803204286,643.6062453635135,4,328.28631654536275,1
65,Premium,102.50262512511146,49.87563123535865,245.16393345149203,1,6662.670633132245,0
44,Premium,66.47867501910221,12.858327604942227,753.3863203898105,1,2925.0617008404975,0
29,Premium,96.3410156095699,35.62594231400514,545.6880020013448,3,2793.889452677527,0
38,Basic,92.86451137295505,16.633884345829735,728.3199000499975,1,3528.851432172292,0
57,Premium,49.83188091288964,46.44529553760323,160.19358435138304,0,2840.4172120347093,0
21,Standard,92.87614932170644,29.515329514059875,623.7370781519378,3,1950.3991357558352,0
30,Premium,87.22603882599326,11.058080016706752,183.3442800697158,2,2616.7811647797976,0
51,Basic,86.9395415256575,21.387767853190763,725.4441750016891,0,4433.9166178085325,0
37,Basic,85.40618822789462,25.080883733552017,301.5184430478811,1,3160.028964432101,0
26,Basic,33.25275547880712,46.66312793225295,468.86930378340367,2,864.571642448985,0
4,Basic,95.71596258091552,15.408567723185968,98.0609295658391,1,382.86385032366206,0
1,Premium,37.82543158554056,33.79960477439048,71.26640184602762,2,37.82543158554056,0
40,Standard,104.01657127930582,23.310083112336645,410.83574308680505,1,4160.662851172233,0
61,Premium,108.61263648380245,25.522543704914746,754.4746354521709,1,6625.370825511949,0
20,Basic,23.992131506425437,49.3515218676384,939.6984874862584,3,479.84263012850874,0
10,Premium,101.33599887871208,13.052866042384132,610.8387568325887,0,1013.3599887871208,0
13,Premium,38.20560880843216,31.80751896011699,510.23465255066907,2,496.67291450961807,0
20,Standard,95.31150195459506,49.33927044569217,511.0220473340489,3,1906.2300390919013,0
8,Basic,12.905011356477674,9.682548570398305,464.8555290328243,1,103.24009085182139,0
13,Premium,20.506456072441505,37.11545373067234,707.1772767213497,1,266.58392894173954,0
40,Premium,86.59217507036503,22.538667344850897,215.05981177249754,1,3463.6870028146013,0
51,Basic,98.30532350353333,13.242902614454625,582.108071406246,1,5013.5714986801995,0
25,Premium,96.31659473151308,19.119530100463866,546.119007492213,1,2407.9148682878267,0
49,Basic,109.70551702018375,38.804929571606166,225.60433734601781,2,5375.570333989003,0
16,Basic,88.81992582233283,46.69966440699647,56.93837207865615,2,1421.1188131573253,0
1,Standard,112.06905694804074,48.983604416745656,964.5865618004333,2,112.06905694804074,0
46,Basic,64.22336853723573,31.55335972902714,840.4538245764504,1,2954.2749527128435,0
4,Basic,96.96506343841423,4.986368916229215,557.5291716403515,3,387.86025375365693,0
20,Standard,104.99310409699675,8.344531806623149,89.80634654209436,4,2099.862081939935,0
9,Standard,48.46225371996667,2.9844617324196507,666.837539471194,1,436.1602834797,0
39,Premium,30.955417017110655,38.53933700055845,397.9940394963037,2,1207.2612636673155,0
14,Premium,85.44991315631508,41.601424602148896,977.7692075620712,1,1196.298784188411,0
52,Basic,61.10951243557189,36.78981315295544,122.12294745072734,1,3177.694646649738,0
47,Premium,116.9987741984431,5.966935206203991,539.2557927058679,2,5498.942387326826,0
8,Standard,17.301882455942525,20.403457817004593,546.6181351338646,1,138.4150596475402,0
12,Premium,14.034361225707212,12.00785866798307,503.9692154724161,5,168.41233470848653,0
47,Premium,54.93861163638491,20.37518878390001,131.39171464276623,1,2582.114746910091,0
60,Basic,69.4924043844806,12.526683210088674,595.7450466043231,2,4169.544263068836,0
59,Standard,65.52436808169085,49.73903837751653,118.6525907697852,1,3865.93771681976,0
44,Standard,31.753976996095403,39.066179131115845,323.5738052434232,1,1397.1749878281978,0
50,Standard,56.36237020940884,35.031187692061714,283.5803346836286,2,2818.118510470442,0
65,Standard,97.85744208100859,30.7500933643101,292.7205010474838,1,6360.733735265558,0
19,Standard,55.56805754326596,41.060026597347886,186.02268516705567,0,1055.7930933220532,0
42,Standard,92.95204755283325,49.54920824014117,670.581075210119,0,3903.9859972189965,0
37,Basic,79.5217518210361,13.922328613428064,94.17164366499524,1,2942.304817378336,0
13,Basic,75.72365696551157,13.40629038524556,578.8007301822822,1,984.4075405516503,0
1,Standard,15.546313941460058,37.90820197631582,700.262607171386,2,15.546313941460058,0
15,Basic,34.49370746020958,41.82509768170894,89.74216523353533,1,517.4056119031436,0
66,Premium,68.24496612168494,25.788361368820755,490.92810413349605,3,4504.167764031206,0
39,Basic,80.3805625936765,33.62714438763762,164.02003194819,2,3134.8419411533837,0
35,Basic,116.77852170059334,42.18178256618685,285.1946733050519,2,4087.248259520767,0
33,Basic,105.68686301479761,24.585115260052888,429.8204488265802,4,3487.666479488321,0
53,Standard,12.390711431657067,15.177507275189328,384.68338523866004,2,656.7077058778245,0
30,Basic,48.13373150466095,38.772172548072994,515.0675719357628,4,1444.0119451398284,0
27,Standard,44.66216415448677,29.900209567622735,936.2885903926652,0,1205.8784321711428,0
3,Basic,32.203272535579686,33.848421712685884,524.0234346794275,0,96.60981760673906,0
56,Standard,38.12595302774639,45.809151805346644,736.191429945805,2,2135.053369553798,0
62,Premium,32.31360820751158,37.15525747055241,464.8692590990822,1,2003.4437088657178,0
49,Basic,38.45315454116411,15.34865973950214,265.5152790455639,4,1884.2045725170415,0
4,Standard,59.284165509964595,13.628194023157526,924.2095784438791,3,237.13666203985838,0
40,Premium,61.95534969250152,9.694834962743139,714.8226028797969,2,2478.213987700061,0
45,Premium,26.999450446127593,16.288968208859362,455.82169813407626,1,1214.9752700757417,0
20,Premium,54.14548300267003,13.770646045804014,624.0474309893963,3,1082.9096600534006,0
36,Premium,104.09142700834515,40.21333228305035,974.5254056397825,0,3747.2913723004253,0
55,Basic,55.86508634763528,21.065525760413923,442.7482896888767,2,3072.57974911994,0
13,Basic,25.994324816283957,32.093592985583655,100.75832022820654,1,337.92622261169146,0
20,Standard,92.08645629549986,43.59410275223034,652.8105543071332,2,1841.729125909997,0
62,Standard,97.31156010473131,28.373102945802952,637.3821862066314,1,6033.316726493342,0
58,Standard,34.27909168304359,49.85338598764218,78.7037521781442,2,1988.1873176165282,0
62,Basic,108.70555765232508,19.849101555104188,176.20177273407535,1,6739.744574444155,0
39,Basic,50.6893982374909,10.568964399158348,137.96478069715624,0,1976.8865312621451,0
62,Standard,82.83315517940147,29.185853765007906,132.93911731534715,2,5135.655621122892,0
14,Basic,76.958924087111,16.38579260019302,154.59141603495328,1,1077.424937219554,0
33,Standard,67.12743725650218,33.449644969379065,220.25887241520138,3,2215.205429464572,0
55,Basic,72.31209420506404,30.973018182942603,628.7784946641247,4,3977.165181278522,0
50,Basic,19.882359673845098,49.54072648712848,698.2494597617195,0,994.1179836922549,0
59,Standard,34.46208335136659,5.690106230730038,819.8936214608858,2,2033.2629177306287,0
64,Basic,39.87885412483502,47.83095199207542,221.3859075294,1,2552.2466639894415,0
1,Basic,75.43890210884734,37.545087063508696,678.3677319728201,2,75.43890210884734,0
57,Basic,25.819381698366033,46.38682960589324,371.59858965786384,1,1471.704756806864,0
53,Premium,92.60853454798391,13.142494535890329,983.6537138830092,0,4908.252331043147,0
4,Premium,89.92724397384453,21.779745287961767,658.3410834743689,1,359.7089758953781,0
69,Premium,86.1575668440734,12.70535452150471,725.4599079189559,1,5944.872112241064,0
46,Standard,19.246988098722746,14.299088264860195,197.3229236218425,1,885.3614525412463,0
39,Standard,87.21494928771617,45.02960135937486,647.86552473509,1,3401.3830222209303,0
19,Premium,102.71332522348598,1.9801239130473727,683.1560931564807,1,1951.5531792462336,0
32,Premium,111.68400560673422,2.6006027697973004,165.63224350225522,3,3573.888179415495,0
71,Standard,113.39994757677556,34.54402794267793,998.9155491698679,2,8051.396277951065,0
17,Premium,66.56079892055735,31.38189099862486,880.3701080523194,0,1131.5335816494749,0
8,Basic,39.561028709043995,3.0480671943860465,888.3291769752343,1,316.48822967235196,0
53,Basic,30.08481399468116,2.537739458789962,416.8076972803464,3,1594.4951417181014,0
33,Premium,16.42245636224267,12.621356590720879,664.1189458886982,1,541.9410599540081,0
43,Basic,50.3966821267745,35.89070968118993,186.67138641663198,2,2167.0573314513035,0
48,Basic,16.379442503474344,11.82084822784342,924.4764069562015,1,786.2132401667685,0
29,Premium,111.17841816243963,3.2533218552113317,705.8178000197806,1,3224.174126710749,0
10,Basic,51.53354778108312,48.81157046533435,783.6328809216153,4,515.3354778108312,1
5,Standard,66.33376994672717,21.458387086133815,847.0912223074436,0,331.66884973363585,0
69,Standard,102.61701982512422,28.14102895673996,420.912511162769,3,7080.574367933571,0
2,Premium,14.47639408117237,43.96301644261653,54.590118537020345,4,28.95278816234474,1
17,Standard,86.58948500697956,40.93673995370178,149.503013318607,1,1472.0212451186526,0
23,Standard,78.5112301819333,9.091349046267599,511.541668061993,2,1805.758294184466,0
50,Premium,69.32527685762892,28.68087356757125,721.8718741132152,3,3466.263842881446,0
70,Standard,47.45461922535895,33.30441198358319,822.8924517432591,2,3321.823345775126,0
68,Premium,96.71933511503472,4.676180796496159,336.14074388074124,3,6576.914787822361,0
59,Standard,84.9098050130641,14.240352608446324,180.23701838231952,0,5009.678495770782,0
38,Standard,84.30281987840857,42.91903510942281,686.8365622507708,2,3203.5071553795256,0
22,Basic,116.7381567356274,47.97537094073018,998.5729570335025,1,2568.239448183803,0
48,Standard,35.241959474498266,41.8665892723764,326.74635190537566,2,1691.6140547759169,0
24,Basic,91.85219443033746,12.250202191361565,647.1642347116021,0,2204.452666328099,0
9,Premium,25.857439118575144,16.69122861779099,451.95419233980726,3,232.7169520671763,0
18,Premium,89.14866533492304,32.558115452598855,364.5038905624825,1,1604.6759760286147,0
63,Basic,108.23806491431452,6.702411186940242,933.79236105821,3,6818.998089601815,0
65,Premium,99.30417965986128,46.251941130913444,845.9661117760909,0,6454.771677890983,0
36,Basic,61.419320432964625,35.28420362949456,417.5012947207019,2,2211.0955355867263,0
22,Premium,10.879242851393538,17.614572171153874,431.89393016762523,4,239.34334273065784,0
38,Premium,11.325486644161263,15.105810475675455,941.7284678902557,2,430.36849247812796,0
43,Premium,93.09333702919584,17.859270195963074,387.0018184192433,0,4003.013492255421,0
35,Basic,61.128017116639356,12.994406080658143,374.47283173957027,2,2139.4805990823775,0
56,Basic,34.71129949111935,19.08443618950432,201.12899441591318,2,1943.8327715026835,0
49,Premium,101.68673319259588,43.91488382501629,170.3095010424356,0,4982.649926437198,0
69,Standard,15.293510935483106,31.808105720914092,447.66509358957836,2,1055.2522545483343,0
13,Standard,99.88595513959507,7.732787226247119,881.6516889881165,0,1298.517416814736,0
61,Standard,18.432282417763588,26.461078171279972,890.760837349548,3,1124.369227483579,0
55,Basic,72.75690770656861,3.637794852283262,845.7769633482724,6,4001.6299238612737,0
43,Basic,23.44383065709603,31.02768989423539,938.2453415362493,3,1008.0847182551292,0
2,Standard,109.8936527879038,19.76753514478486,882.7181626744351,2,219.7873055758076,0
32,Standard,99.10232219468064,5.342841745106592,587.9682609787167,0,3171.2743102297804,0
13,Basic,107.65627043089295,25.842028278191595,284.6401038420454,0,1399.5315156016084,0
69,Standard,49.9397576765181,48.86840738563489,558.1657385554843,1,3445.843279679749,0
28,Premium,76.92449573039163,1.2082197258828642,604.9600802301433,5,2153.8858804509655,0
45,Premium,61.35134083306731,4.7916402900458275,148.06904223535474,5,2760.810337488029,0
5,Basic,19.92384898415735,1.5161722596229446,978.8604441318975,0,99.61924492078674,0
51,Standard,116.40076984719816,42.54732721895296,592.2471267624592,0,5936.439262207106,0
8,Basic,59.25099799455117,46.521569528602846,763.5441240679759,3,474.00798395640936,0
66,Standard,83.11968412908188,6.873237270283098,817.934140605376,1,5485.899152519404,0
37,Standard,86.53447064307692,28.2558211961323,67.26283661156448,2,3201.775413793846,0
20,Premium,51.67324444316593,18.95708408214704,480.5562751717324,3,1033.4648888633185,0
64,Premium,31.098352839078615,5.710805807843162,244.7820363097786,1,1990.2945817010313,0
23,Basic,88.32348355220043,4.016884813588675,555.4483883621047,2,2031.4401217006098,0
11,Standard,52.40591464369148,18.450830651481997,656.5456601392607,1,576.4650610806063,0
51,Standard,21.68394003562629,12.679877237210341,751.4582310976381,2,1105.8809418169408,0
15,Premium,115.10667150278594,25.41973976909272,565.6159681528793,1,1726.6000725417891,0
71,Basic,86.55056085944948,34.67859662323616,514.0774019757457,2,6145.0898210209125,0
32,Standard,31.359868122837597,9.776874094194849,866.6083510500557,2,1003.5157799308031,0
41,Premium,113.14928737813678,40.13282061661308,119.30968563961521,1,4639.120782503608,0
17,Standard,13.628968404312324,26.988926756388683,231.7509565383957,2,231.69246287330952,0
66,Basic,13.935550430333066,18.329335964823084,442.33953357537,1,919.7463284019824,0
59,Basic,18.21164573546107,35.601035513624176,357.35860458161704,2,1074.487098392203,0
71,Basic,75.12567327267654,8.920091847256815,863.6956269376709,1,5333.922802360034,0
9,Basic,33.433121721130746,47.59640834494116,532.791894267596,1,300.89809549017673,0
25,Premium,111.68951461254531,8.77387342883996,343.4828504397311,4,2792.237865313633,0
2,Basic,94.30049205311016,5.601951944861494,77.47138923333196,3,188.60098410622032,0
24,Standard,59.16332284356434,17.894838598617092,274.5272133526273,3,1419.919748245544,0
2,Standard,49.903854968174926,41.09155000618651,899.5956359798338,4,99.80770993634985,1
51,Premium,38.44618314048883,36.30779800452694,690.0851478503907,2,1960.7553401649302,0
16,Premium,99.32874659824684,29.183339539844596,525.8038611477689,2,1589.2599455719494,0
62,Premium,38.162798623347655,25.763675547194087,627.1264482459317,0,2366.0935146475545,0
58,Premium,118.41334666880799,4.369588292156428,688.5202288903753,1,6867.9741067908635,0
38,Standard,72.90341626177985,21.580785666117027,938.0483275246397,1,2770.329817947634,0
16,Basic,74.01592615736214,25.75187938024525,416.29817924970155,3,1184.2548185177943,0
18,Premium,111.1271253144009,11.733545068022764,432.843703030223,2,2000.2882556592162,0
58,Basic,29.65908548625201,28.090485611163203,678.1174936959443,0,1720.2269582026165,0
12,Premium,90.93084110155752,36.10739588359681,314.45190808152887,1,1091.1700932186902,0
66,Premium,93.8838410646064,42.382407847499394,53.28215809565838,2,6196.333510264022,0
31,Premium,11.268771340662454,10.005185360728154,379.8599142664908,2,349.33191156053607,0
45,Standard,97.18500952144149,27.073920949202314,632.0578144349618,1,4373.3254284648665,0
64,Standard,75.49469168944428,26.907970828409848,522.2573793317711,1,4831.660268124434,0
42,Premium,55.876118956002855,42.8343510949298,315.88877274771755,1,2346.79699615212,0
54,Basic,102.97421425844745,31.37873047641663,366.00739702332396,2,5560.6075699561625,0
46,Premium,12.068730663968891,22.796678922917362,222.99683158814085,0,555.161610542569,0
42,Standard,37.19632616350889,24.85086019680897,106.0463645354611,0,1562.2456988673734,0
48,Premium,13.109465295620817,31.167931636116602,403.2229966524931,1,629.2543341897992,0
38,Basic,35.84481383438823,4.263219243082428,613.3911683201775,0,1362.1029257067528,0
58,Premium,39.31456680412802,1.1828838606884566,553.1087719415224,2,2280.2448746394252,0
63,Premium,94.3964569495905,23.242040375560936,286.85799528462985,3,5946.976787824202,0
43,Premium,21.629698474539435,27.79340707257723,185.85265329561196,0,930.0770344051957,0
29,Premium,47.74388538794313,40.40295881960464,947.3192455296496,2,1384.5726762503507,0
38,Premium,20.292367564471256,12.444816320627039,721.1211419026864,2,771.1099674499077,0
1,Standard,103.09353303289144,11.228629184014737,779.2593230410257,0,103.09353303289144,0
27,Premium,33.22738343973944,3.8948930979572,619.0357166574922,2,897.1393528729649,0
9,Basic,107.86990906703689,45.92061255913391,362.19613098871883,2,970.829181603332,0
27,Premium,107.2381222547391,26.196650586211813,674.9315920414322,2,2895.4293008779555,0
62,Premium,57.6100851967812,43.956802601927436,353.28590509596916,0,3571.8252822004342,0
63,Premium,82.53697678139326,45.58832412303944,324.1455877492248,3,5199.829537227775,0
17,Premium,55.80269731703293,29.8015757755694,65.51257347697654,1,948.6458543895598,0
30,Premium,70.918872569357,35.3383888325527,989.9798939334187,0,2127.56617708071,0
71,Premium,27.33048071150133,31.957849281692788,563.1234381564536,1,1940.4641305165944,0
56,Basic,73.95656308794085,28.36257923572865,602.7647487680384,0,4141.567532924688,0
32,Basic,98.8859510317373,17.642846608118827,746.1930793743122,3,3164.350433015594,0
44,Basic,101.56802686679806,40.882605439779034,943.0004054251996,1,4468.993182139115,0
44,Basic,113.16830152603778,21.283343283022308,958.1088410333963,3,4979.405267145662,0
62,Premium,48.39868143802794,16.42889179214707,655.6689738703551,0,3000.7182491577323,0
41,Basic,39.559811633399136,23.31202467345059,985.1496766105934,0,1621.9522769693644,0
24,Basic,22.212407672576028,30.75877454567172,494.5281543620152,1,533.0977841418246,0
43,Premium,83.47859974729933,26.954864313619225,831.0158821164127,0,3589.579789133871,0
67,Standard,118.39332598772825,21.16410841392454,268.0913539366794,1,7932.3528411777925,0
37,Basic,10.708573671093081,4.994453867224363,211.10013398822286,1,396.217225830444,0
1,Basic,59.655885723265314,34.700910141846606,189.49762895566312,2,59.655885723265314,0
29,Standard,60.279826514670184,35.09784592707379,697.87153627335,2,1748.1149689254353,0
33,Basic,72.99925201062526,23.58297192746716,613.2559847376218,1,2408.9753163506334,0
6,Basic,115.6973329531001,39.58274891477335,441.4529549746616,2,694.1839977186006,0
43,Basic,23.024110546544577,44.386146769804924,146.35651662013177,2,990.0367535014168,0
14,Basic,18.01565149961427,17.41868111737728,930.9491623320566,0,252.21912099459976,0
41,Standard,41.38642972994401,3.524019455519268,386.2330420952314,1,1696.8436189277045,0
34,Standard,54.39004101579787,4.84062765820936,114.80688023107177,4,1849.2613945371277,0
47,Basic,105.27307246977834,14.279093139983562,504.64303626960026,1,4947.834406079582,0
69,Premium,101.63302589816746,34.609490394794385,695.1898240635613,2,7012.678786973554,0
22,Premium,87.95065528849243,48.65372269743541,637.5540150367156,1,1934.9144163468334,0
24,Premium,86.85356376258409,38.851306778762165,585.6974626548973,0,2084.485530302018,0
3,Basic,35.79417779610039,34.47611255243091,382.71646511034874,2,107.38253338830117,0
26,Standard,96.59433511347011,3.4227681892279653,121.12717051070338,0,2511.452712950223,0
64,Standard,95.26937002544429,1.140526988999967,183.10634534140323,3,6097.2396816284345,0
49,Basic,75.30716758560817,6.211333667559676,985.9402919749671,1,3690.0512116948003,0
40,Standard,22.13243696256054,48.85370645128447,190.70940842003668,0,885.2974785024217,0
17,Premium,37.01285889252128,48.49479165430551,190.45349443524722,0,629.2186011728618,0
42,Standard,116.34078913588738,10.47881533155481,939.2652872731294,1,4886.31314370727,0
8,Basic,29.888517358274388,28.702605211674136,944.2179537194869,1,239.1081388661951,0
2,Premium,45.02946493252863,19.96108296824924,888.9811693530439,1,90.05892986505727,0
70,Standard,88.78318986714388,47.823465520441744,401.1675599743517,1,6214.823290700071,0
9,Premium,113.88492155161131,40.1672318086389,875.352205838434,0,1024.9642939645018,0
40,Premium,97.26174681390184,23.83372713446178,51.647839817122396,2,3890.4698725560734,0
71,Premium,78.27755702666278,17.187316830134137,287.9577783155822,3,5557.7065488930575,0
27,Standard,61.94679638683295,16.313734800620495,129.33939549121487,1,1672.5635024444896,0
4,Basic,43.30270097931261,44.39928074099428,392.31898087226625,3,173.21080391725044,0
60,Premium,32.19315710307541,38.83822825096277,117.8778149643317,3,1931.5894261845244,0
69,Premium,67.4812520588428,47.21123468702013,797.5236943553347,2,4656.206392060153,0
53,Premium,11.091077957422016,27.00947273279936,228.52839376749583,1,587.8271317433669,0
35,Premium,106.90478784485303,8.460603084098974,428.86615257478246,0,3741.6675745698562,0
69,Basic,95.17072757306619,48.543805292671045,163.55827942648284,0,6566.780202541567,0
33,Basic,37.413453879908374,39.91020732528599,58.87187288871418,2,1234.6439780369763,0
63,Premium,26.175867674089076,46.86298135294535,82.16034680971904,4,1649.079663467612,0
52,Basic,85.98075169437848,13.395283014680318,410.1860748396395,4,4470.999088107681,0
48,Basic,108.73953830444815,24.83385376792165,363.86067738623143,4,5219.497838613511,0
52,Basic,108.98432764718478,44.6455498473123,988.1212890448797,1,5667.185037653609,0
16,Basic,30.764516206405055,45.251169461158625,383.759931081399,3,492.2322593024809,0
55,Standard,48.2189745548537,14.479041656204856,742.0546172748723,3,2652.0436005169536,0
70,Standard,34.79112766782024,11.1760230578807,726.0387059450622,3,2435.378936747417,0
18,Premium,22.889041016095625,34.337415912468465,741.7135934889044,0,412.00273828972126,0
32,Standard,45.84777506143229,41.11254176917325,623.8108095608661,1,1467.1288019658332,0
67,Premium,108.91788959061043,9.34401626778262,790.2882032281999,1,7297.498602570899,0
36,Premium,52.94667218922598,46.10022347442056,567.2254809966764,1,1906.0801988121352,0
4,Premium,93.12415981492673,11.866472930322526,732.7591334050636,1,372.4966392597069,0
70,Basic,70.37969280417624,36.74914163859866,678.9496549689653,1,4926.578496292337,0
22,Premium,72.60329140380959,5.924913817122165,385.5811714329265,0,1597.272410883811,0
71,Basic,42.87133475077443,36.949063078644976,924.8237398060974,3,3043.8647673049845,0
41,Standard,52.703362128039245,22.514692465712287,416.75176273989825,2,2160.8378472496092,0
40,Standard,12.847805590320494,16.937403791388512,518.2741243472049,3,513.9122236128197,0
65,Standard,54.74228873941023,17.94112343368285,681.4829363138213,2,3558.2487680616646,0
59,Basic,62.94353735021842,49.612174866862524,713.4936472309751,1,3713.668703662887,0
59,Basic,15.338264699755204,48.25644706426065,683.9028333989934,1,904.957617285557,0
8,Premium,50.467309545547366,30.42986294029568,54.0348518397117,1,403.7384763643789,0
63,Basic,80.9050086801428,24.979137823371392,689.2827253553143,4,5097.015546848997,0
58,Standard,44.09917592045693,14.251073437386676,916.1453451241496,0,2557.752203386502,0
24,Basic,74.0693131438696,20.239053646989355,800.9251458841039,1,1777.6635154528706,0
34,Standard,16.752284231161408,11.218467111508046,256.83123280286185,1,569.5776638594879,0
