timestamp,factory,machine,shift,operator_skill,production_units,target_units,defect_rate,downtime_min,energy_kwh,temperature_c,vibration,efficiency_pct,maintenance_flag
2024-01-03 02:00:00,South Plant,Packer,Night,Junior,55,57,0.05444142311564784,5,94.45533921764307,68.41366947328295,2.7836753489129955,96.49122807017544,0
2024-01-03 03:00:00,North Plant,Packer,Day,Senior,57,70,0.014866764492855023,10,92.53587783719881,71.23772834518056,2.2064345436493866,81.42857142857143,0
2024-01-03 04:00:00,South Plant,Cutter,Day,Junior,63,61,0.0012335694827411458,10,135.06599874039935,80.51405541585093,2.0131063789134993,103.27868852459017,0
2024-01-03 05:00:00,North Plant,Packer,Day,Senior,53,63,0.03260618449697688,14,147.6882490329019,77.31627413213654,3.619631906795644,84.12698412698413,0
2024-01-03 06:00:00,South Plant,Assembler,Day,Senior,61,57,0.07948084019608385,7,121.26476979292815,73.91906968909012,2.514525831643249,107.01754385964912,0
2024-01-03 07:00:00,West Plant,Assembler,Night,Senior,59,62,0.07015422436922121,10,121.27241140787878,75.63782611863769,2.239921483028996,95.16129032258065,0
2024-01-03 08:00:00,West Plant,Assembler,Night,Senior,74,66,0.06774411455065434,11,109.63857960367885,68.3115348002002,2.825120083781814,112.12121212121211,0
2024-01-03 09:00:00,North Plant,Packer,Day,Mid,67,71,0.04549473712946984,9,103.97270818311063,70.6733035239372,3.287029987803893,94.36619718309859,0
2024-01-03 10:00:00,West Plant,Assembler,Day,Junior,64,68,0.007587150815032615,8,110.82669068757801,65.4527283612822,4.286565380394791,94.11764705882352,0
2024-01-03 11:00:00,West Plant,Assembler,Night,Mid,57,70,0.001214007251605498,9,142.91331116036716,68.72383028693035,2.102065980122276,81.42857142857143,0
2024-01-03 12:00:00,South Plant,Cutter,Night,Mid,57,73,0.06708982136409414,6,152.43030171745545,68.83374498548282,3.482135122771627,78.08219178082192,0
2024-01-03 13:00:00,North Plant,Cutter,Night,Mid,53,58,0.014191409322310156,13,102.4066840261952,73.60923988118606,3.806693225286294,91.37931034482759,0
2024-01-03 14:00:00,South Plant,Painter,Day,Senior,60,57,0.006135764487209814,5,131.6493875522597,68.15533835558882,3.7906415263284035,105.26315789473684,0
2024-01-03 15:00:00,South Plant,Painter,Day,Senior,54,67,0.05678047507865634,11,140.18951850522387,73.80774520674966,3.5941801108677525,80.59701492537313,0
2024-01-03 16:00:00,South Plant,Painter,Night,Mid,72,63,9.394488349570019e-05,9,113.70497777683242,75.39206323155149,3.165303198889763,114.28571428571428,0
2024-01-03 17:00:00,South Plant,Painter,Night,Mid,48,67,0.05926540882610407,12,123.47372044514252,75.4016663134288,4.840741468190156,71.64179104477611,0
2024-01-03 18:00:00,South Plant,Cutter,Day,Junior,59,66,0.015386537751142413,9,108.07088643465353,69.19786431885724,3.3728987524247827,89.39393939393939,0
2024-01-03 19:00:00,South Plant,Cutter,Day,Mid,58,69,0.02571155477912857,10,137.3371988604124,64.4713926169863,3.576900287018277,84.05797101449275,0
2024-01-03 20:00:00,South Plant,Cutter,Day,Senior,63,57,0.013735819250254471,8,130.31960318578047,71.65134547341638,3.837033035576067,110.5263157894737,0
2024-01-03 21:00:00,North Plant,Assembler,Day,Mid,83,57,0.0621718476953012,11,99.43786607506983,79.81179552720629,2.946644125238962,145.61403508771932,0
2024-01-03 22:00:00,West Plant,Assembler,Night,Junior,73,56,0.038781816416035765,8,116.36419067604673,69.95942592296294,2.635305693473356,130.35714285714286,0
2024-01-03 23:00:00,South Plant,Painter,Night,Junior,54,60,0.013266386994346648,11,114.38816828007616,72.68842539686182,2.5228079541089405,90.0,0
2024-01-04 00:00:00,South Plant,Assembler,Night,Mid,63,70,0.0030825023260182237,14,142.12634875175246,70.31016391714226,2.8818892770267706,90.0,0
2024-01-04 01:00:00,South Plant,Packer,Day,Junior,64,72,0.07893676415783409,12,124.1756871921117,70.34021624588239,2.9362427809382505,88.88888888888889,0
2024-01-04 02:00:00,South Plant,Cutter,Day,Junior,58,63,0.05714939050536051,5,116.87144484373289,77.86912634898836,2.2587860710658227,92.06349206349206,0
2024-01-04 03:00:00,South Plant,Painter,Day,Senior,59,57,0.05439619692316692,11,135.69464580401208,71.16567090575394,2.330727314048709,103.50877192982458,0
2024-01-04 04:00:00,South Plant,Painter,Night,Junior,55,70,0.040224712180209725,8,95.23689450768647,67.02490698749556,4.189372630700365,78.57142857142857,0
2024-01-04 05:00:00,West Plant,Packer,Night,Junior,51,58,0.03479889140893147,4,97.74260081566916,71.96673656789899,4.086981100997807,87.93103448275862,0
2024-01-04 06:00:00,West Plant,Assembler,Night,Mid,64,68,0.063677164757905,10,143.95951140249463,74.54393618612228,4.4838511608168545,94.11764705882352,0
2024-01-04 07:00:00,South Plant,Painter,Day,Senior,53,58,0.06612860900418552,14,114.16740179727769,74.69554264279611,3.5588225588370666,91.37931034482759,0
2024-01-04 08:00:00,West Plant,Assembler,Day,Junior,69,72,0.004888096862972349,12,109.94311953215528,64.22009473858374,3.1019901530340013,95.83333333333334,0
2024-01-04 09:00:00,North Plant,Assembler,Night,Mid,73,72,0.06875363142215966,6,115.4438758347666,68.83853004783197,3.346595373978877,101.38888888888889,0
2024-01-04 10:00:00,South Plant,Packer,Day,Mid,57,72,0.06092402632622452,11,150.4334463873539,78.12808950343546,2.3325768792594754,79.16666666666666,0
2024-01-04 11:00:00,North Plant,Painter,Night,Mid,55,57,0.03889702075162018,10,136.36452420836343,68.39404403020387,2.222370419272401,96.49122807017544,0
2024-01-04 12:00:00,North Plant,Assembler,Night,Mid,59,61,0.03810595293605622,9,97.70664119758636,68.47250115665423,2.7167583383840457,96.72131147540983,0
2024-01-04 13:00:00,South Plant,Assembler,Night,Mid,73,67,0.06678374874871644,13,122.62622777517414,74.42495672183917,3.1939097755459924,108.95522388059702,0
2024-01-04 14:00:00,West Plant,Packer,Night,Mid,58,61,0.06348495596117289,10,109.20213688353766,64.59985892478346,2.1799796833125473,95.08196721311475,0
2024-01-04 15:00:00,North Plant,Packer,Day,Junior,60,67,0.01110374785557685,16,138.92735626582433,67.11649846186731,2.6627566380133905,89.55223880597015,0
2024-01-04 16:00:00,South Plant,Assembler,Day,Senior,59,58,0.04393563482497882,11,103.84950216025952,63.490538723013124,2.765505910403575,101.72413793103448,0
2024-01-04 17:00:00,North Plant,Packer,Day,Senior,47,70,0.07754859427922174,12,126.80072474178479,66.67826745964788,3.4970450232179884,67.14285714285714,0
2024-01-04 18:00:00,North Plant,Assembler,Day,Mid,74,69,0.05883694539252558,13,116.11810750135933,72.51580407236436,2.7845783995318962,107.24637681159422,0
2024-01-04 19:00:00,North Plant,Painter,Day,Mid,56,67,0.07783826296767214,12,120.64944272970722,59.87037560027256,2.948711433571447,83.5820895522388,0
2024-01-04 20:00:00,North Plant,Cutter,Day,Senior,65,64,0.06207979787597077,9,124.54850937832268,77.99359877762079,2.8931599952477414,101.5625,0
2024-01-04 21:00:00,West Plant,Packer,Night,Junior,45,64,0.04197291527588738,10,137.1410024268946,72.24723743570462,2.8441170004230028,70.3125,0
2024-01-04 22:00:00,North Plant,Cutter,Day,Mid,62,59,0.04839221305996268,9,109.9622354802371,67.53799918217516,3.2393176556778553,105.08474576271188,0
2024-01-04 23:00:00,North Plant,Assembler,Day,Senior,48,58,0.056753070602606544,5,103.04319910553548,62.77813961976915,2.768271024627621,82.75862068965517,0
2024-01-05 00:00:00,North Plant,Assembler,Day,Senior,56,73,0.05830613630904815,8,126.61083391644,68.78686107662271,2.7261631594311555,76.71232876712328,0
2024-01-05 01:00:00,West Plant,Assembler,Night,Mid,55,69,0.059804704115079606,11,106.62541053355619,74.86725138882056,2.789959170813998,79.71014492753623,0
2024-01-05 02:00:00,North Plant,Cutter,Day,Senior,70,63,0.07442074746323835,13,127.03242217683012,73.76644849555626,2.1173297071474635,111.11111111111111,0
2024-01-05 03:00:00,North Plant,Assembler,Night,Junior,60,70,0.024733193860955557,15,118.06009396992496,76.23884000111228,3.6400649320429563,85.71428571428571,0
2024-01-05 04:00:00,West Plant,Packer,Day,Senior,63,58,0.06635780348497057,4,106.4334971429255,73.29370997906449,3.064700728109001,108.62068965517241,0
2024-01-05 05:00:00,West Plant,Painter,Day,Mid,58,65,0.045574536203779895,7,104.70900273261232,73.70283823034204,2.540492020331728,89.23076923076924,0
2024-01-05 06:00:00,West Plant,Painter,Day,Mid,63,71,0.07082637425071077,8,131.55001519735993,73.97884647084736,2.377950258003366,88.73239436619718,0
2024-01-05 07:00:00,North Plant,Packer,Night,Senior,49,55,0.05048749970942398,14,117.48316715212158,70.70388676987989,2.1979602611127165,89.0909090909091,0
2024-01-05 08:00:00,West Plant,Painter,Night,Senior,73,63,0.07481189816764543,9,106.26174189130307,72.3406546937139,4.146877824006852,115.87301587301589,0
2024-01-05 09:00:00,West Plant,Cutter,Day,Mid,59,66,0.033922682902269914,11,119.10536502245178,63.57873875219755,3.551106307741069,89.39393939393939,0
2024-01-05 10:00:00,North Plant,Assembler,Day,Junior,66,66,0.007943423502420704,7,107.61411141851568,67.60067721314743,2.6136846055576384,100.0,0
2024-01-05 11:00:00,West Plant,Assembler,Day,Senior,46,64,0.05158906645382264,13,123.63438846790305,70.56084731542387,3.5410197145062594,71.875,0
2024-01-05 12:00:00,North Plant,Assembler,Night,Junior,64,63,0.06196715261830039,14,126.15839053150154,73.29979268523421,4.041471738193898,101.58730158730158,0
2024-01-05 13:00:00,South Plant,Cutter,Night,Junior,81,74,0.05531473647447494,7,121.09348206953686,73.2170754634705,3.0938921792765277,109.45945945945945,0
2024-01-05 14:00:00,West Plant,Cutter,Day,Mid,63,70,0.05799851611802611,10,113.54240480072681,66.58077726147025,2.341318766609144,90.0,0
2024-01-05 15:00:00,South Plant,Cutter,Night,Mid,51,67,0.0023104480416278506,10,102.99539135828753,72.0600932998468,3.097449197013181,76.11940298507463,0
2024-01-05 16:00:00,North Plant,Packer,Night,Mid,61,57,0.07719389820331521,13,122.4513121965942,65.79380854268992,2.636063029328335,107.01754385964912,0
2024-01-05 17:00:00,West Plant,Cutter,Night,Junior,57,72,0.021134350219892423,13,106.54255206684775,72.27875728183206,3.1502444325912435,79.16666666666666,0
2024-01-05 18:00:00,North Plant,Painter,Night,Mid,61,58,0.03310896648503085,9,111.26178786468749,71.56923254959403,3.255843864651159,105.17241379310344,0
2024-01-05 19:00:00,South Plant,Packer,Day,Mid,52,73,0.033473818896288095,7,119.41701660411213,75.07202209028407,1.6551451576558744,71.23287671232876,0
2024-01-05 20:00:00,North Plant,Packer,Day,Junior,59,67,0.07254044554197395,7,125.74868357252159,75.44967107014239,2.178678240441872,88.05970149253731,0
2024-01-05 21:00:00,West Plant,Packer,Night,Junior,64,67,0.05950397104942968,9,143.28116636756107,82.18875056409482,3.6019427968802287,95.52238805970148,0
2024-01-05 22:00:00,West Plant,Cutter,Night,Junior,49,66,0.04961651571532017,9,109.3219709575354,59.32934134522502,3.39764547205689,74.24242424242425,0
2024-01-05 23:00:00,South Plant,Packer,Night,Junior,55,55,0.009597788798391224,11,111.64895480257265,66.1546031503204,2.470957006996973,100.0,0
2024-01-06 00:00:00,North Plant,Cutter,Day,Senior,52,56,0.025874395943453844,8,92.13575165123797,69.97898138967768,2.0762732623678284,92.85714285714286,0
2024-01-06 01:00:00,West Plant,Cutter,Day,Mid,62,57,0.03934172376954423,16,122.07576190665557,81.57299384368937,2.715334561989918,108.77192982456141,0
2024-01-06 02:00:00,South Plant,Packer,Night,Senior,68,67,0.009192091968092057,13,102.09190171977961,66.21043815262398,1.8275703689066667,101.49253731343283,0
2024-01-06 03:00:00,West Plant,Assembler,Night,Junior,57,66,0.04570461597598297,9,132.99398042063189,67.71162816044966,4.047070244822608,86.36363636363636,0
2024-01-06 04:00:00,West Plant,Assembler,Night,Junior,61,70,0.017147272482772653,7,124.47720984908918,68.82680803997314,3.9016441892717175,87.14285714285714,0
2024-01-06 05:00:00,North Plant,Packer,Night,Junior,69,68,0.06595914250489936,10,101.89441407904957,68.22501590331588,3.3825788600542523,101.47058823529412,0
2024-01-06 06:00:00,West Plant,Assembler,Day,Junior,53,68,0.06631509833684575,11,119.38831494909816,71.33883672977935,3.5232215801426587,77.94117647058823,0
2024-01-06 07:00:00,North Plant,Painter,Day,Junior,63,71,0.04791566633072856,12,120.37432719368418,71.1462183410082,2.8049681464467655,88.73239436619718,0
2024-01-06 08:00:00,West Plant,Painter,Day,Mid,67,59,0.02876013129607416,8,137.61287062648645,71.17605693515497,2.0612087456420998,113.55932203389831,0
2024-01-06 09:00:00,South Plant,Cutter,Day,Senior,58,60,0.0035644127674387517,9,126.64996856635187,71.0514676561183,1.554481921779145,96.66666666666667,0
2024-01-06 10:00:00,West Plant,Assembler,Day,Senior,59,64,0.05031908223175741,15,108.00230729054108,76.76677552924988,3.690237291328208,92.1875,0
2024-01-06 11:00:00,North Plant,Painter,Day,Mid,56,63,0.06276688629514611,4,146.48947648197358,70.93282373580125,4.1970975202306215,88.88888888888889,0
2024-01-06 12:00:00,North Plant,Packer,Night,Mid,55,61,0.06323192658269255,17,103.35473724708602,63.080405795153744,3.3025060892978995,90.1639344262295,0
2024-01-06 13:00:00,South Plant,Assembler,Night,Mid,59,58,0.038757558107304274,13,145.80346179932494,69.66930190088924,3.5085015731299194,101.72413793103448,0
2024-01-06 14:00:00,West Plant,Painter,Day,Senior,65,61,0.011233925062832491,13,120.9459590768776,69.83614963652606,3.049848434178282,106.55737704918033,0
2024-01-06 15:00:00,West Plant,Painter,Day,Senior,52,65,0.005185117309604834,10,100.43434824845357,76.05840756787762,2.9461461996492724,80.0,0
2024-01-06 16:00:00,South Plant,Packer,Day,Junior,60,60,0.004458408025520209,10,108.85892071208409,74.20048996858604,3.692490360553341,100.0,0
2024-01-06 17:00:00,West Plant,Cutter,Night,Senior,53,70,0.01995820913581684,8,127.20317548668714,74.80163126495405,2.4472430953246223,75.71428571428571,0
2024-01-06 18:00:00,West Plant,Packer,Night,Senior,55,70,0.011318768259931567,9,139.60128319045373,74.2435357602991,2.8969250125845583,78.57142857142857,0
2024-01-06 19:00:00,North Plant,Cutter,Night,Mid,81,67,0.013509366368234951,9,107.77291409854364,71.16596533874164,2.7546101923239736,120.89552238805969,0
2024-01-06 20:00:00,West Plant,Painter,Night,Senior,86,66,0.0559194248718711,11,112.64838956753624,65.79743861577911,1.9883984551670781,130.3030303030303,0
2024-01-06 21:00:00,West Plant,Cutter,Day,Junior,53,56,0.01436057906934349,10,104.60412916261271,70.22516660908443,2.613454466549865,94.64285714285714,0
2024-01-06 22:00:00,South Plant,Painter,Night,Senior,61,67,0.05538680629077725,9,110.6205904341732,65.23532783668747,1.8137459892236816,91.04477611940298,0
2024-01-06 23:00:00,South Plant,Painter,Day,Mid,53,55,0.02812876122444201,14,108.931832618991,59.23181656851788,3.2257213225618995,96.36363636363636,0
2024-01-07 00:00:00,North Plant,Assembler,Night,Mid,48,64,0.0619822834864046,8,109.91833847745133,70.76469502332134,2.9200491058379257,75.0,0
2024-01-07 01:00:00,West Plant,Cutter,Night,Junior,52,64,0.01272434260112851,8,123.55228024350494,74.85547086286121,1.6317999156912306,81.25,0
2024-01-07 02:00:00,West Plant,Cutter,Night,Junior,71,65,0.0018692591012860493,10,107.29181399659998,65.73644484781812,3.6672573834682964,109.23076923076923,0
2024-01-07 03:00:00,West Plant,Cutter,Night,Senior,61,63,0.007137568560298693,8,120.6264099758672,63.06011093858595,2.7484258833292974,96.82539682539682,0
2024-01-07 04:00:00,North Plant,Packer,Day,Junior,46,58,0.07729182899787018,8,144.03800114811406,74.52393056657306,4.209035530955893,79.3103448275862,0
2024-01-07 05:00:00,North Plant,Assembler,Day,Junior,58,71,0.0430360081940692,13,101.22288294379737,75.77107130772069,4.034877186583146,81.69014084507043,0
2024-01-07 06:00:00,South Plant,Assembler,Day,Mid,56,73,0.04856246219579974,10,131.6876511162473,67.846153711921,2.579669309782821,76.71232876712328,0
2024-01-07 07:00:00,North Plant,Assembler,Day,Mid,67,64,0.0773604629851395,9,101.67534975357492,63.418861097980326,3.0042198266468003,104.6875,0
2024-01-07 08:00:00,West Plant,Packer,Day,Senior,67,67,0.0620804765031185,11,117.28129551159995,76.23260824163683,2.5735032510408327,100.0,0
2024-01-07 09:00:00,West Plant,Cutter,Day,Senior,68,56,0.009012188634662808,12,125.05824088021234,66.43727067811722,1.6981119033325027,121.42857142857142,0
2024-01-07 10:00:00,North Plant,Cutter,Day,Senior,55,63,0.03374180853699284,7,120.92324080867942,76.6020850771883,3.372727243789666,87.3015873015873,0
2024-01-07 11:00:00,West Plant,Cutter,Night,Senior,53,61,0.0657114395706834,13,128.72348777211036,66.594479951282,2.9901641021357634,86.88524590163934,0
2024-01-07 12:00:00,West Plant,Assembler,Day,Mid,52,64,0.05319948589229656,9,105.5766596678367,73.38632099545882,2.755803806363082,81.25,0
2024-01-07 13:00:00,North Plant,Assembler,Night,Senior,62,66,0.017259520813698366,8,120.1009873285961,70.36995013221649,2.891867289815848,93.93939393939394,0
2024-01-07 14:00:00,North Plant,Painter,Day,Senior,60,74,0.06445660305663184,14,106.25322958734813,70.26456050759698,2.770997786971229,81.08108108108108,0
2024-01-07 15:00:00,West Plant,Packer,Night,Junior,50,65,0.04470678557464224,5,121.83199328756113,70.97566362700144,2.4097259193137313,76.92307692307693,0
2024-01-07 16:00:00,West Plant,Packer,Day,Senior,41,58,0.06306539995555073,7,135.3975416839939,71.06656301995247,3.3613380220650457,70.6896551724138,0
2024-01-07 17:00:00,West Plant,Assembler,Night,Junior,44,66,0.05011720399023942,14,138.6603877880071,72.01928441856259,3.9386168480876815,66.66666666666666,0
2024-01-07 18:00:00,South Plant,Painter,Day,Mid,53,66,0.03702990793847311,18,131.47205208339136,68.08191584193433,3.052654666038599,80.3030303030303,0
2024-01-07 19:00:00,South Plant,Cutter,Day,Senior,64,62,0.058280893187185746,7,125.55858435352688,79.8903540418915,2.269023490630414,103.2258064516129,0
2024-01-07 20:00:00,South Plant,Assembler,Day,Junior,57,74,0.06925174814657045,3,124.21489664772001,59.68788262137711,2.1473269606251715,77.02702702702703,0
2024-01-07 21:00:00,North Plant,Packer,Day,Senior,56,68,0.03724522292031241,15,122.667353491972,75.6177890676579,4.2783806773480615,82.35294117647058,0
2024-01-07 22:00:00,South Plant,Packer,Night,Junior,56,61,0.0023830183776341407,12,136.09310556603324,71.05886761040504,2.4126681441833044,91.80327868852459,0
2024-01-07 23:00:00,North Plant,Packer,Day,Senior,57,57,0.04745799000179754,4,89.48821165168573,62.72315121093048,2.933353590069611,100.0,0
2024-01-08 00:00:00,North Plant,Cutter,Day,Mid,54,73,0.0072269222656161074,9,120.59655107392334,73.78648590662647,2.4873600406958767,73.97260273972603,0
2024-01-08 01:00:00,South Plant,Packer,Night,Mid,56,68,0.025961920540431525,15,123.21500301878561,72.77490242285299,3.199914165067087,82.35294117647058,0
2024-01-08 02:00:00,South Plant,Cutter,Day,Junior,61,73,0.04398255301546481,16,104.40411046333934,76.79872601577968,3.488681879918194,83.56164383561644,0
2024-01-08 03:00:00,South Plant,Cutter,Night,Junior,54,64,0.027621810294528048,11,83.12944530265624,63.78209577816382,2.8459131028953486,84.375,0
2024-01-08 04:00:00,West Plant,Cutter,Night,Mid,65,66,0.02247450878318757,7,108.5643333073621,76.42378455574438,2.927391771106759,98.48484848484848,0
2024-01-08 05:00:00,South Plant,Assembler,Day,Senior,59,72,0.0016089074803406777,5,140.24740757249106,68.86538319869793,2.1115802181885526,81.94444444444444,0
2024-01-08 06:00:00,West Plant,Cutter,Day,Junior,61,73,0.021541613212055787,13,157.1181039832968,68.0779583920851,2.359364193006715,83.56164383561644,0
2024-01-08 07:00:00,North Plant,Painter,Night,Mid,58,72,0.030783869805452602,10,84.21723844824734,70.66643708849456,3.582481749592207,80.55555555555556,0
