order_date,region,segment,category,sub_category,price,quantity,discount,shipping_days,revenue,profit,profit_margin
2024-02-28,North,Corporate,Furniture,Phone,216.84312429472902,4,0.22144354270677147,4,675.2984585571978,198.88580855970324,0.2945154191298329
2024-04-16,South,Consumer,Furniture,Phone,81.99861604020043,3,0.12945726613754577,8,214.14989814172134,45.449908536281335,0.21223408897539253
2024-04-22,East,Home Office,Office,Laptop,92.64048449196525,4,0.2768341289180544,2,267.97774666034206,64.13144034067048,0.23931629077378636
2024-06-12,North,Corporate,Office,Chair,40.79867549670048,2,0.09082980412590548,7,74.1858795854776,13.576106471747783,0.18300122001121896
2024-02-28,South,Home Office,Office,Phone,487.6369824885884,1,0.08708454202790396,9,445.17133919270066,154.78512486953198,0.3476978665118654
2024-06-23,North,Home Office,Furniture,Chair,237.93502260282622,5,0.0736510106027076,2,1102.05433865175,366.34771426784096,0.33242255070292603
2024-06-28,South,Consumer,Tech,Chair,438.4497685187012,5,0.036662175755628454,8,2111.87623022627,549.8033776332534,0.2603388256206409
2024-04-07,North,Home Office,Furniture,Laptop,120.78065153050088,3,0.012298061192207032,1,357.8858510614324,102.55593915531185,0.2865604741040957
2024-01-06,South,Consumer,Office,Phone,224.46411094010588,5,0.07370977599880281,4,1039.5945580147013,250.69529428869976,0.24114717834561286
2024-05-29,South,Corporate,Office,Laptop,139.39862112365572,1,0.21301797042906168,4,109.70420977128485,26.664188832121354,0.2430552928434723
2024-01-15,East,Home Office,Office,Laptop,249.2344160755348,5,0.11546289111474538,3,1102.2854491507908,376.6025719250467,0.3416561220282679
2024-04-27,South,Corporate,Tech,Chair,416.9129035498561,3,0.009537763214081662,4,1238.809460984707,345.6577864119653,0.27902417385253764
2024-02-24,West,Home Office,Office,Paper,167.66253656128833,5,0.293935505104604,7,591.9028209501346,93.60221163336799,0.1581378028966238
2024-02-12,West,Home Office,Tech,Laptop,152.72581346810742,1,0.08476134127809391,1,139.78056867076265,45.10802874539789,0.32270600394855137
2024-06-30,West,Home Office,Office,Chair,449.927359907598,1,0.008074213366989347,5,446.2945504040578,133.92515246677408,0.3000824283996375
2024-04-21,West,Corporate,Office,Chair,450.29543109070596,3,0.0090928840158914,3,1338.602840888737,365.4231255488365,0.27298845810473665
2024-02-15,West,Corporate,Office,Phone,219.27842519775476,1,0.017284938060252164,7,215.48821120026193,57.28414935013901,0.2658342608677675
2024-04-07,North,Consumer,Furniture,Paper,369.1936464533405,2,0.2855387942591768,4,527.5490755938097,109.48649701265857,0.2075380321525926
2024-04-04,East,Corporate,Furniture,Chair,432.08393043216165,4,0.2999628311668061,6,1209.8992454321965,196.4982611894139,0.1624087806743126
2024-03-31,East,Home Office,Tech,Phone,195.7903409746059,4,0.21680915726276648,3,613.3648085908476,105.58804943507003,0.17214559419809136
2024-03-02,North,Consumer,Office,Chair,127.68181807104212,4,0.01834923824481408,1,501.35581588690223,115.38193474030656,0.23013981504571768
2024-02-16,South,Corporate,Tech,Paper,167.18391696939028,1,0.14775601462179305,9,142.4814876891324,45.2748380844865,0.31775944242853227
2024-02-18,South,Corporate,Tech,Laptop,174.44997899195687,4,0.11036659125855872,2,620.7861178619496,111.41318702166554,0.1794711315475028
2024-02-27,North,Consumer,Office,Paper,42.157368193617955,3,0.012880962112978567,5,124.84302219339922,26.665128965261122,0.21358926191287747
2024-04-24,South,Home Office,Office,Laptop,69.38191120123341,1,0.0037381046459250664,7,69.12255435662891,15.983082941285723,0.23122818724005867
2024-06-10,South,Corporate,Tech,Phone,496.088132558806,2,0.23216022246178422,9,761.832402686605,244.664395884783,0.3211525199269197
2024-06-02,North,Home Office,Office,Chair,135.930535069386,5,0.11438212329186505,1,601.9125592397515,169.29321686077716,0.28125882117263634
2024-01-17,West,Home Office,Furniture,Paper,165.31924951547603,2,0.013164033420555731,4,326.2859627795862,109.83251600559146,0.336614284813061
2024-05-07,South,Consumer,Office,Paper,480.55805756126216,2,0.23033081682985151,2,739.7414552580198,123.34018504993567,0.16673418012907626
2024-03-01,South,Consumer,Office,Laptop,123.81973437833943,2,0.0546486616674848,1,234.10630321307943,44.19951449802086,0.18880104418970403
2024-03-07,North,Consumer,Furniture,Laptop,168.54544967011162,5,0.2410593907109087,3,639.579931327692,218.0973805853864,0.34100097564450177
2024-01-05,North,Home Office,Office,Chair,412.9987270260687,1,0.14832786549444313,9,351.73950739436975,58.459247526823376,0.1662004019960117
2024-06-18,South,Corporate,Office,Chair,116.40751758743846,5,0.2945082220135354,2,410.62273276876306,70.93795960048335,0.172757019861419
2024-03-20,West,Home Office,Furniture,Laptop,251.23098124102705,1,0.05135932166313196,6,238.32792846372487,70.1265173879026,0.2942438086880629
2024-05-12,West,Home Office,Office,Paper,377.3567524621423,3,0.24698800766535917,1,852.4624799773429,203.0537355213476,0.23819668347954087
2024-01-06,West,Home Office,Furniture,Paper,35.59430568737163,5,0.059926794604688916,2,167.30626520674,36.91513885493913,0.22064409129761622
2024-04-22,South,Consumer,Office,Paper,159.42542391461976,4,0.2721872210371351,9,464.12744326652876,120.39771652192535,0.2594065881443387
2024-02-03,South,Home Office,Furniture,Chair,416.05422662865067,3,0.22583114700997914,6,966.288670232258,264.9700225649399,0.27421414607008837
2024-03-18,East,Home Office,Tech,Phone,104.99669955210189,4,0.03277048486381002,3,406.22362719471886,106.33582687439687,0.26176672097762044
2024-02-24,North,Corporate,Tech,Paper,263.19369517862515,3,0.27363650530682204,7,573.5228766334716,182.73870286336452,0.31862495866952073
2024-06-05,South,Consumer,Office,Laptop,93.05772827848352,5,0.20973910006624796,3,367.69942047572476,59.8646365128627,0.16280862350941594
2024-03-17,North,Home Office,Office,Laptop,211.0076662438969,4,0.01888301218750631,4,828.0928236422245,239.67440856489372,0.2894293993645868
2024-05-16,East,Consumer,Office,Chair,283.2609645505029,4,0.07281625463567022,3,1050.5398481097916,171.4021903816306,0.1631562959653839
2024-02-01,North,Consumer,Tech,Paper,39.47598468532169,5,0.09414577908700483,3,178.79743675947705,47.184319884159954,0.2638981897018665
2024-02-03,South,Consumer,Furniture,Phone,62.641255871665265,3,0.17751266550202702,2,154.56491871447437,39.92897580922026,0.2583314256644517
2024-04-17,East,Corporate,Furniture,Chair,231.82592976564538,3,0.29505334930264904,6,490.27473819927314,168.87806352565218,0.344455976144974
2024-05-25,South,Home Office,Office,Paper,119.7910636393012,2,0.16871618859938298,7,199.16074390762435,52.05758759888793,0.26138478184753877
2024-06-25,West,Consumer,Office,Phone,161.1330679590883,2,0.12019591198323144,2,283.5310638101793,78.40808632763908,0.2765414317357916
2024-01-25,East,Consumer,Office,Chair,348.7457324441647,1,0.2920146400967046,9,246.9068728992203,66.99440293784947,0.27133470263986736
2024-03-14,East,Corporate,Furniture,Phone,20.28224593043845,2,0.08570711896716006,1,37.087826131114326,10.099350146031568,0.27230903505446646
2024-06-24,East,Corporate,Furniture,Chair,261.9852576600098,3,0.17132730472090144,8,651.3000887655282,132.9715047438725,0.20416319149580675
2024-02-24,North,Home Office,Office,Laptop,389.9947970429226,2,0.06339136015861781,4,730.5449928071753,253.45825946696567,0.3469440786843707
2024-02-02,South,Corporate,Furniture,Laptop,96.25925118064802,1,0.021295682293344376,2,94.20934474970971,22.693851042317295,0.24088747355805404
2024-04-08,West,Home Office,Office,Phone,114.32148931321515,5,0.2991307941216135,6,400.62205714893776,60.41509992510164,0.1508032292456662
2024-02-06,East,Corporate,Office,Chair,264.60508874408094,5,0.1034449167598356,8,1186.165186823603,210.9430017948705,0.17783610928571303
2024-06-03,North,Corporate,Furniture,Laptop,424.15522892829375,5,0.1709831143417285,5,1758.1592346090263,387.9309483868412,0.22064608298867083
2024-03-01,North,Corporate,Furniture,Paper,328.9607297600659,1,0.009233042691797366,1,325.92342129826636,94.23682637134978,0.2891379392004776
2024-06-29,West,Home Office,Furniture,Phone,31.584572666242696,1,0.21644079597645688,6,24.748382617784884,7.746589979564035,0.3130139896090469
2024-01-07,East,Consumer,Furniture,Paper,222.29173622945234,4,0.04970929311417038,2,844.9670846254586,280.2837317044424,0.33170964503153566
2024-02-06,South,Consumer,Tech,Chair,481.9082836962777,4,0.005696683482016962,7,1916.652018946792,507.8731126284148,0.2649793012022564
2024-04-09,North,Corporate,Tech,Paper,269.52414971884815,3,0.2471489822922476,9,608.7345912379544,147.95015790190857,0.2430454257594092
2024-02-19,East,Consumer,Tech,Phone,232.73128483226935,4,0.19869718583873755,5,745.9529339178551,236.1925456061353,0.31663196813988936
2024-03-26,North,Home Office,Tech,Laptop,198.06161357641497,1,0.1048913291857885,9,177.2866676677028,48.09158659848589,0.2712645413846141
2024-05-01,North,Corporate,Tech,Chair,305.19702752735844,3,0.22778887745953635,5,707.0296176687427,167.6812549157518,0.23716298543283057
2024-02-26,South,Consumer,Furniture,Phone,389.37060789905337,4,0.2855869771017868,2,1112.6857320675103,309.28667568255923,0.2779640888428268
2024-02-11,West,Consumer,Tech,Chair,457.26119552414514,2,0.26906628181648046,7,668.4552516510095,107.71528485261605,0.16114060677445705
2024-02-16,East,Corporate,Tech,Paper,483.9277412899441,5,0.24141792354476502,7,1835.4945542100877,547.4724288431439,0.29826971024643045
2024-03-12,West,Consumer,Tech,Phone,339.24195910031,4,0.09509818817154951,6,1227.9226537524146,331.7228797377732,0.2701496537457467
2024-04-12,North,Consumer,Office,Laptop,186.23267455989225,5,0.21374204047251547,9,732.1346134840348,112.6332818880666,0.153842312347554
2024-04-27,East,Consumer,Tech,Chair,91.96358100191378,1,0.16960721117368247,1,76.36589449863413,23.51411713837254,0.3079138572624604
2024-06-12,South,Corporate,Tech,Chair,163.15372144846737,1,0.22556626922986628,8,126.35174519036777,25.365299541361395,0.20075147757670292
2024-04-26,West,Home Office,Tech,Phone,161.349306331286,3,0.03725180094943081,5,466.0162622655125,82.17710472268959,0.17633956446753618
2024-05-28,East,Corporate,Office,Chair,459.1543855987666,5,0.22279718283361544,1,1784.2804100083092,379.60706006970906,0.2127507862219601
2024-04-04,East,Corporate,Furniture,Laptop,180.089447677073,3,0.24107953317825545,2,410.02070310226316,119.48422355364877,0.2914102206293916
2024-06-04,East,Consumer,Tech,Chair,392.30156546967834,1,0.13009406073215912,1,341.2654617861449,51.66442837018335,0.15139073289098043
2024-05-24,South,Corporate,Office,Phone,328.23234994522255,1,0.08700759801442187,4,299.6736415858596,97.24572840375076,0.32450544495381933
2024-06-20,South,Corporate,Office,Chair,482.7292128428652,1,0.27592746469804574,8,349.5309650074501,88.35595853920053,0.2527843521311975
2024-03-26,North,Consumer,Furniture,Paper,201.83276424779638,5,0.2845995693098632,9,721.9562323512719,168.55016900656557,0.2334631400820937
2024-06-29,South,Home Office,Furniture,Phone,459.1997500856747,2,0.08878826357130182,4,836.8564032863837,290.1144895005543,0.34667176873028377
2024-05-22,East,Corporate,Furniture,Chair,66.16895868906411,3,0.027161502722618212,4,193.11513101243486,56.22602022235102,0.2911528471517365
2024-05-22,West,Home Office,Office,Chair,342.67253072551733,1,0.2705797560456846,3,249.95228095824947,45.72841308370719,0.18294857285717422
2024-02-09,East,Consumer,Tech,Phone,360.7623431765143,3,0.16621077557805325,4,902.3992629533701,300.4088838443401,0.3329001875080911
2024-05-05,West,Corporate,Tech,Paper,112.41318274446128,2,0.2557604560055389,8,167.32467172940778,49.43106522126584,0.2954200639413428
2024-05-06,North,Home Office,Office,Chair,373.4799267401909,2,0.15528145161926118,1,630.9708431306374,146.61288909893332,0.23236079875180274
2024-06-17,North,Corporate,Tech,Chair,319.88862430920994,5,0.14598252596181707,8,1365.952374530504,337.42682649874354,0.24702678716358734
2024-02-16,North,Consumer,Tech,Paper,134.5502230247722,2,0.20301031772560782,2,214.4702789969236,70.7934357075776,0.33008506371455354
2024-01-28,South,Consumer,Furniture,Chair,200.33488549759883,4,0.031263010717561414,8,776.2872553007438,142.233095884058,0.18322224783782523
2024-03-12,South,Consumer,Tech,Laptop,430.9198433673607,5,0.11802081582403771,4,1900.3116594918915,582.9655201464592,0.30677363748972286
2024-05-18,North,Corporate,Office,Chair,287.5519617049615,2,0.24928163724467114,6,431.74107579646346,84.95383773293321,0.19677033874113745
2024-01-10,East,Corporate,Tech,Phone,75.84582327848808,4,0.1200224859047379,1,266.97047609245004,74.69885552112056,0.2798019339608656
2024-01-31,East,Consumer,Tech,Chair,262.24651527599485,3,0.044792711025184735,6,751.4993486996266,245.8194191094265,0.32710529893976026
2024-05-04,East,Consumer,Furniture,Paper,202.78065751161532,3,0.04582827141978708,7,580.4627115014704,94.91874697226079,0.16352255724874473
2024-03-17,South,Corporate,Furniture,Paper,363.7048085422234,1,0.2833593574955522,1,260.64564767565616,66.27010949392914,0.25425365850111853
2024-05-10,North,Consumer,Tech,Laptop,118.49582127530573,5,0.29645970484041856,7,416.8329253760281,140.05444071995782,0.33599658806610266
2024-05-06,West,Consumer,Tech,Phone,436.79962647329995,5,0.12584193678288894,9,1909.1595774592872,419.2729211207954,0.21961124992954464
2024-01-15,East,Corporate,Tech,Phone,94.35248221463459,3,0.23731755932773468,4,215.88294425683202,72.72426788235951,0.33686898301628115
2024-04-09,North,Home Office,Tech,Phone,209.4303349407632,4,0.23401485845337772,5,641.6820990150281,126.62763507017257,0.19733702290362157
2024-02-03,East,Corporate,Furniture,Laptop,271.9545941086212,1,0.1127177845289303,4,241.30047476823296,58.510318947965516,0.2424790875532432
2024-03-31,South,Home Office,Office,Chair,152.127844208493,5,0.22638965146966356,4,588.438372896505,150.10593301923276,0.2550920197137339
2024-01-07,North,Consumer,Tech,Chair,371.77249321609185,3,0.1198318801151686,1,981.6668891367115,247.6987870913436,0.2523246834872597
2024-01-07,North,Consumer,Furniture,Paper,233.18577267356534,4,0.2834647285103158,4,668.3433237207397,219.0818387486728,0.32779834999924956
2024-04-21,North,Consumer,Tech,Paper,147.2221124513025,5,0.11056230521123607,6,654.7244816030934,156.92318011642564,0.23967819216443398
2024-04-19,East,Home Office,Tech,Phone,146.55817712836597,2,0.13253639845658235,2,254.26776833482094,62.84772554502474,0.24717142072945153
2024-05-12,South,Corporate,Office,Laptop,119.15488389304102,2,0.05322675613139337,1,225.62531189240326,73.69139504092355,0.3266096096348697
2024-06-18,East,Consumer,Furniture,Phone,164.2863945276617,3,0.20999017788161653,3,389.36359595180573,127.54419652840636,0.3275709333242171
2024-04-23,North,Corporate,Office,Paper,63.15462270209235,5,0.26422469139436827,1,232.33806004252116,58.33655018026723,0.25108477780003335
2024-05-22,West,Home Office,Tech,Paper,369.8282968195968,4,0.13556988646664547,4,1278.7628664304448,301.1681165040376,0.23551521897466585
2024-06-22,West,Corporate,Office,Chair,203.79158871421134,1,0.16442211027471354,1,170.28374564158423,38.17182593682744,0.2241659988920614
2024-04-25,North,Consumer,Furniture,Laptop,366.71952418431385,4,0.20769197025078426,5,1162.2192947081744,382.94470434088703,0.32949436142087274
2024-04-16,East,Corporate,Office,Chair,199.9084540341087,2,0.11790721745907407,9,352.67560894480346,115.24327619633208,0.3267684900045599
2024-01-18,North,Corporate,Tech,Phone,329.58378222999505,1,0.06807840255252423,5,307.14624482855794,67.27521332574135,0.21903316240539697
2024-05-11,South,Corporate,Furniture,Chair,386.12402606398473,1,0.2523059460378558,4,288.7026383799654,54.90115204802529,0.19016505133482414
2024-01-03,East,Corporate,Office,Phone,65.96406840594084,1,0.18627444592795459,4,53.67664811247051,13.873540386169207,0.25846510305746934
2024-04-06,North,Corporate,Office,Phone,36.56360712139836,1,0.15302835033957357,8,30.968338641146488,9.004041394397186,0.2907499010112815
2024-03-21,South,Corporate,Office,Chair,121.50150867433196,3,0.015993060229769828,2,358.6749831842864,95.68769427325779,0.26678106575415567
2024-05-23,East,Consumer,Tech,Paper,37.31861285239358,3,0.19159028326412594,8,90.50618773493771,18.053422233801584,0.19947169011995075
2024-01-17,North,Consumer,Office,Phone,210.26412866676156,2,0.27730938246917997,3,303.91182598152346,47.22564110189882,0.15539257463699335
2024-04-02,North,Consumer,Office,Phone,329.30732332552896,1,0.15000369678203584,3,279.9100074493025,73.89331677963251,0.26398954954483406
2024-05-27,North,Home Office,Office,Laptop,137.0428821863984,2,0.1679786589731254,8,228.04520522983037,47.273431088767644,0.2072985092632145
2024-06-23,East,Consumer,Tech,Laptop,260.33940384103926,3,0.13386572953816192,7,676.4666388549851,203.6003531667791,0.30097619227963895
2024-03-12,West,Corporate,Office,Chair,170.79065211953636,5,0.04379346045357519,3,816.5556922504957,131.19783497753693,0.16067224345218234
2024-03-13,North,Corporate,Office,Paper,472.97611515548624,5,0.0366081868544454,9,2278.3065857709225,769.3169280802304,0.33767050180382663
2024-01-01,South,Consumer,Furniture,Laptop,381.6189964385341,3,0.07594728129833017,4,1057.9082135016909,172.49117347015087,0.16304928090046933
2024-06-20,West,Consumer,Furniture,Phone,65.05723839809511,4,0.09691061210894848,9,235.0100064112717,49.43799192140981,0.21036547624654095
2024-04-23,East,Home Office,Tech,Phone,495.1733450316972,3,0.2137477553567136,5,1167.9934620560894,209.57269536247557,0.17942968190382858
2024-02-09,West,Consumer,Tech,Paper,395.55069395732863,3,0.24135635279414006,4,900.2460633557902,313.0368305374567,0.34772363165973663
2024-02-12,North,Consumer,Office,Phone,291.0531697763487,4,0.12437016145708758,4,1019.4193602346683,154.2601295884548,0.1513215616710913
2024-04-11,West,Home Office,Tech,Phone,327.2556401863862,3,0.128573409283152,6,855.5378004614461,156.06415477732415,0.18241643407590968
2024-04-15,South,Consumer,Office,Chair,164.6377316816791,2,0.24332438236696904,2,249.15471461187153,45.84148919395335,0.1839880464046781
2024-02-27,South,Home Office,Tech,Chair,136.7608458282092,4,0.1930529052792166,3,441.43506885052153,134.82411138243478,0.30542229400466786
2024-06-08,North,Corporate,Office,Phone,357.2313198402446,1,0.14221106815484938,6,306.4290722673968,99.34184926831092,0.3241919852226783
2024-05-21,South,Consumer,Furniture,Paper,49.158862201614184,3,0.2010228734308772,1,117.8304194017595,40.1569415389314,0.3408028397319933
2024-04-18,North,Consumer,Furniture,Paper,154.33176481561443,1,0.28951315197600946,4,109.65068913382571,18.811093630561157,0.1715547232685672
2024-03-01,West,Home Office,Tech,Paper,158.50442817139066,2,0.05134545258863161,6,300.73189313925667,53.191510786795945,0.17687352755154948
2024-02-14,South,Corporate,Tech,Chair,259.21856006958615,5,0.23477034074260789,1,991.8086519762063,346.5528456299733,0.3494150257103093
2024-02-27,North,Consumer,Office,Phone,205.26698072517357,2,0.276404492400534,6,297.0605302224835,47.074878068309424,0.15846897611423735
2024-04-29,North,Corporate,Tech,Paper,466.4245939843134,5,0.1626698840315072,4,1952.7567968572116,530.8352452424084,0.2718388926346284
2024-02-16,East,Corporate,Tech,Chair,389.90635705290157,2,0.06241532341937973,3,731.1404513483451,143.38424863000034,0.1961104030909189
2024-05-26,North,Corporate,Tech,Paper,73.07735640982834,2,0.1557454831537705,6,123.39177645635868,39.159977904562325,0.3173629477521337
2024-05-07,North,Corporate,Tech,Paper,369.9914686928612,5,0.22215002571614575,2,1438.9892720399378,219.1746755213571,0.1523115423999312
2024-01-28,East,Home Office,Office,Phone,94.36284678424697,5,0.13287013258918434,1,409.12421410265597,72.7694595372921,0.1778664205854925
2024-03-09,North,Corporate,Furniture,Paper,364.64371774128085,4,0.28705692402769917,8,1039.8808550417768,219.37439125817917,0.21096108289191062
2024-06-17,East,Consumer,Tech,Phone,67.74692624624939,5,0.2794308888797909,4,244.0817121319314,59.22342834918153,0.24263771272290158
2024-03-05,North,Consumer,Tech,Laptop,487.6454879861426,5,0.09753507131752333,2,2200.4147526887286,519.4504798679177,0.236069349759263
2024-05-02,West,Home Office,Office,Chair,323.1228188540939,3,0.2758964081754634,4,701.9231811981555,218.59854020384546,0.3114280110121257
2024-03-12,South,Corporate,Tech,Chair,318.63353624232036,3,0.07880338290893506,5,880.5724070345663,151.53857869462124,0.1720909915914191
2024-01-12,North,Corporate,Tech,Phone,123.83864417938611,5,0.04635517208509223,8,590.4904125883309,170.04897150792172,0.2879792252045824
2024-04-17,East,Corporate,Office,Laptop,194.32887363407264,4,0.030577386701009054,7,753.5472180711682,216.6682116296078,0.2875310351277081
2024-05-03,East,Corporate,Furniture,Phone,429.6643551317737,3,0.20484592126851944,5,1024.9480934056837,358.0199046405805,0.34930540087250345
2024-01-18,North,Corporate,Tech,Phone,144.55051415535266,2,0.22446138612584574,7,224.20901076567702,62.05763188701759,0.27678473614905075
2024-04-29,North,Consumer,Tech,Paper,257.6016113796734,2,0.26209041384649573,7,380.17339689130125,82.30456847691883,0.21649218264593947
2024-05-20,South,Corporate,Office,Laptop,96.994965892383,1,0.06022635101120637,6,91.15331303022835,19.598628311424793,0.21500730648073624
2024-02-28,North,Home Office,Office,Paper,359.69600100291854,1,0.05439852604790789,7,340.12906872303296,95.48424584981643,0.2807294484070376
2024-03-28,East,Consumer,Furniture,Phone,483.88976005573164,1,0.051778355725016455,7,458.83474392787315,126.99159563656364,0.27676978981462264
2024-01-09,North,Corporate,Tech,Phone,473.8655132635313,3,0.025107295279789933,2,1385.9040956973438,407.3393868342557,0.29391599902105436
2024-04-15,South,Consumer,Tech,Phone,228.86680289387638,4,0.08327356290103495,7,839.2329951485376,233.4412503513818,0.27816023881432894
2024-03-12,South,Home Office,Tech,Phone,266.3652460735474,1,0.18916644164448845,6,215.97788029605587,40.32431416809561,0.18670575946397971
2024-04-24,West,Corporate,Furniture,Chair,250.81905749462248,5,0.04059222219109186,5,1203.1887729152027,287.22414105968664,0.23871910004925667
2024-02-17,North,Home Office,Tech,Paper,66.74353303993031,3,0.11110382076567363,2,177.98421452338226,34.89562380731465,0.19606021747917604
2024-01-27,West,Home Office,Furniture,Laptop,206.9103321145625,2,0.2210767754433918,7,322.3345261695075,92.20700813730825,0.28605998008670946
2024-03-26,West,Home Office,Tech,Laptop,437.4546483261239,2,0.23871663617598843,3,666.0538923963231,200.14272483402036,0.30049028632495267
